Frame,Theta_deg,Omega_deg_s,Alpha_rad_s2,CoM_X_rel,CoM_Z_rel
100,-1010.1151154847518,-292.16992467239254,24.246085255462248,0.07335771731521198,-0.12419008840280486
101,-1019.0979794004561,-247.60054141411865,23.742084476845548,0.08913902308856718,-0.08987552771001585
102,-1026.6027513145928,-210.74292591648467,20.05708659651222,0.10076800364122217,-0.047585011472646474
103,-1032.47605551027,-186.14797312869896,12.977419080339274,0.10697974160691838,-0.002818620569339572
104,-1036.6747604884304,-175.56584515931135,3.625806745898899,0.10708319736135677,0.03798682927422392
105,-1039.5281788513328,-175.5218268176512,-4.967289931279879,0.101037385878961,0.06905883026041555
106,-1041.9176869062019,-183.97796637731395,-11.28859198608356,0.08946036175912923,0.08706475362591344
107,-1047.7736680182522,-199.60441187382617,-14.672506586603049,0.07357760560320399,0.0919900295733229
108,-1056.3409851636347,-219.91101048386545,-14.631248198445633,0.05506880159554942,0.08645763389069303
109,-1066.680190036228,-241.42751598860806,-11.418658809514625,0.03580360253954582,0.07398091317339343
110,-1075.7547827129222,-260.9444583485088,-6.603827894983084,0.017540833716017508,0.05745937200370659
111,-1084.655461206132,-280.090966375821,-4.328528916380776,0.0016882377156663408,0.03878223138467612
112,-1094.0423180052526,-297.9532131579435,-6.617628121467902,-0.010864596181035649,0.01928429692308063
113,-1103.4575717125,-319.37753709147825,-12.089784875998333,-0.019893866266722904,0.0002732711565476799
114,-1112.6678358133852,-348.3751494360963,-18.727469864202106,-0.02434740351814349,-0.01625272851106624
115,-1122.2013995939988,-387.614587573408,-24.304320405758318,-0.02801498046057166,-0.03135925524251437
116,-1135.6109735357313,-434.0324203462124,-24.30432040575616,-0.03185808583494887,-0.04443202051454573
117,-1151.0183312269623,-480.45025311899616,-24.30432040575616,-0.03683820838221691,-0.0548567358039094
118,-1168.4234726676896,-526.86808589178,-24.30432040575616,-0.043916836843317375,-0.06201911258735429
119,-1187.8263978579125,-573.2859186645637,-24.30432040575616,-0.054055459959191976,-0.06530486234162955
120,-1209.2271067976317,-619.7037514373475,-24.30432040575616,-0.06821556647078258,-0.0640996965434841
