Frame,Theta_deg,Omega_deg_s,Alpha_rad_s2,CoM_X_rel,CoM_Z_rel
95,-876.4364242888714,-318.5009168687721,36.37585197669861,0.01523472784420054,-0.180427124418286
96,-885.2182900377936,-257.6233503465463,32.47330284898831,0.02932095330234151,-0.10626112520576429
97,-891.4326270148209,-205.32227305305383,26.04415418310643,0.04285078164913215,-0.037631577291800236
98,-895.703729084125,-165.16067374672187,17.993932204754117,0.05527457170958472,0.014543599533004221
99,-898.8142897451852,-143.09528855956262,7.6623192167616025,0.06614834479395808,0.04586092999604047
100,-901.4978524515437,-140.5676550616557,-3.6488421163953433,0.07502036164629512,0.059310248752819886
101,-904.3626046914503,-152.81538805227004,-12.767570994609002,0.08139758218135229,0.06232567229114369
102,-907.8720323315658,-176.17338922737662,-18.625707968036153,0.0847734283527104,0.06213398282394773
103,-912.3935863083176,-206.6590296970077,-21.07634961744708,0.08475789764257115,0.06258165258509682
104,-921.0763194478087,-239.83154439165645,-20.312000497016157,0.08133186128097591,0.06409525903430033
105,-932.2793879417596,-274.3067109926602,-17.989699299541485,0.07508013773419027,0.06581403395200265
106,-942.675390381787,-306.7215787646283,-14.597935441955997,0.06714301602785964,0.06751836763569476
107,-953.5324747036241,-330.57865864525104,-9.363218582112665,0.05876675601351267,0.06963491858451802
108,-964.965042747009,-343.9836926856696,-3.924232650635986,0.050670696439581525,0.07154202103388352
109,-976.5165778419611,-350.06955660158764,-1.6783721903994717,0.0426864230677351,0.07006905988081961
110,-989.9017528649163,-353.5231394087534,-0.9366693126722794,0.03397637741461795,0.06004757968371635
111,-1003.3880844332726,-359.226057745926,-0.8686166295069881,0.023716482171119158,0.03703411393113109
112,-1014.0527170214112,-365.72315088885273,-1.9649832439501438,0.011816732602046544,0.0005325387111811011
113,-1024.1145927031148,-373.29946027497476,-3.94496159002847,-0.0007255640227338362,-0.044379257714799704
114,-1036.5698485806886,-382.43813987426745,-6.340832033818344,-0.012813312679851314,-0.08650303507849705
115,-1049.0554817880216,-392.9174264023681,-8.984091535667687,-0.02229702175124034,-0.12356636490627648
116,-1062.8571447853285,-410.0757773274825,-8.984091535665264,-0.02794172478844243,-0.1516235110234112
117,-1077.079888083563,-427.2341282525768,-8.984091535665264,-0.028512455342999073,-0.16672873725517454
118,-1091.7237116827223,-444.39247917767096,-8.984091535665264,-0.022774246966451674,-0.16493630742683965
119,-1106.7886155828062,-461.5508301027652,-8.984091535665264,-0.00949213321034171,-0.1423004853636794
120,-1122.274599783815,-478.7091810278594,-8.984091535665264,0.012568852373789338,-0.09487553489096764
