Frame,Theta_deg,Omega_deg_s,Alpha_rad_s2,CoM_X_rel,CoM_Z_rel
82,951.4739867869287,232.3390424067141,6.658396482782422,-0.3162622647621661,-0.48067853135548394
83,957.2642722363495,246.7475523865892,13.704502310691225,-0.30101510180956625,-0.48719725948971504
84,964.3707107552873,266.0502553441054,14.46360038910791,-0.2625408523112376,-0.46855538179704936
85,973.0808151158367,283.59182690365134,13.221072117959608,-0.20693192976641409,-0.4285039286640699
86,985.287755916839,298.69646927241627,9.30946131046312,-0.1403005373035724,-0.37477576867349904
87,998.6318779394987,308.89730753595654,2.3877866794967986,-0.06687967937458601,-0.3183760856113603
88,1011.1689048978737,312.22430840668534,-3.931891415624534,0.010887007330449467,-0.2710485889561995
89,1020.3480629093671,309.58960220235537,-7.460732739698898,0.09059787254184606,-0.24114125336678316
90,1030.5954101296443,304.3523958321858,-6.788626804298531,0.16789520412509107,-0.22972736126607018
91,1040.066121501747,302.2533255881212,-0.8594283137481113,0.23559556746463173,-0.22956165512879168
92,1047.9392510294274,307.5656983044666,6.426158621756201,0.2846134759285994,-0.22847771882495826
93,1056.7164503379806,319.0751651927173,11.1144466576404,0.3064920004089778,-0.21627099453852294
94,1066.4446819871753,330.22609023104394,10.133554462498779,0.2964748623614011,-0.19128159603534595
95,1077.8445375929996,334.28854711602946,5.75354961940306,0.2554750935407333,-0.16220252445777925
96,1092.3884775536937,335.46602183269715,-0.42145252314585946,0.1897562294676485,-0.14332940129841126
97,1107.0367392510295,333.5820070113732,-6.654974389546709,0.10859833352513378,-0.14590070166042263
98,1119.9181252167389,323.1896409457219,-11.775646065217956,0.021459968271629257,-0.1710784075025169
99,1128.8680116321937,305.66688263870435,-14.507461623802243,-0.0638478805373736,-0.2091760005217631
100,1136.194633386148,284.60261848191084,-13.294300755314623,-0.1414390139287213,-0.24543443406250834
101,1144.9514772270727,266.2339193849816,-7.6133533790527395,-0.20662027079025708,-0.2680803030478915
102,1154.2127446721747,259.93680516974604,0.35733613671266085,-0.25518080601269433,-0.27314909967734247
103,1161.35485629387,269.86298945590926,8.676149974704117,-0.28345796057896283,-0.2635890750040417
104,1168.2763838661583,295.20054074731206,15.67355030473368,-0.28911819851300014,-0.2448289730201202
105,1176.3173883029256,329.57698305797754,21.661290913361597,-0.2718474487172239,-0.22120982272483652
106,1186.5888505496534,369.19465743759815,26.69940246850092,-0.23326352015631863,-0.19593466896871856
107,1199.7374807680599,407.95981668615093,26.418896152062587,-0.1763287586655478,-0.1735360363181014
108,1215.5264529418228,435.9909262736282,17.297001666538335,-0.10514050659076743,-0.16145250251528062
109,1233.0684016583057,446.8050110532964,3.0442041014384813,-0.025303412777330486,-0.16803470964665718
110,1251.5871133288663,437.09874680571306,-12.674752449550681,0.056037707079072116,-0.1975562376715903
111,1271.1825577473558,409.76256326896,-25.25277522599157,0.13137958119835494,-0.2457530443418665
112,1287.0467522477045,367.3499609148018,-32.887425763210445,0.1947703887695953,-0.29957486807911954
113,1296.4806498995868,314.4367413526491,-35.20700758200746,0.24310597560164765,-0.34209855862857674
114,1303.7378788066417,256.3515963550647,-32.99613371260995,0.2816790346297712,-0.35333070833003966
115,1308.8603942691318,198.04699993206447,-27.769903370710495,0.3079444188185192,-0.34979887813262195
116,1314.3993835468818,145.01039124449048,-27.769903370713017,0.3207308044738758,-0.33008324849175236
117,1318.6339874335017,91.97378255689136,-27.769903370713017,0.31886686790182683,-0.2927639998628618
118,1321.5642059289883,38.9371738692922,-27.769903370713017,0.30118128540835776,-0.2364213127013809
119,1323.1900390333417,-14.099434818306971,-27.769903370713017,0.2665027332994543,-0.15963536746274062
120,1323.5114867465616,-67.1360435059061,-27.769903370713017,0.2136598878811023,-0.0609863446023717
