Frame,Theta_deg,Omega_deg_s,Alpha_rad_s2,CoM_X_rel,CoM_Z_rel
66,-724.672625779251,-372.4142449054655,14.52007482889914,0.014324061909285975,-0.1488072677368766
67,-738.6132080552602,-342.5173322975968,18.605290254122565,0.02563528393433441,-0.13123515489459833
68,-750.8505111617617,-311.9553763187549,20.303479916094915,0.0368418154725985,-0.11265339506447479
69,-760.6418474407221,-283.4115307171901,19.319141252380888,0.04681921807567523,-0.09418002422683992
70,-767.8234563314692,-256.72261551184386,14.83864195504529,0.05475406080019605,-0.07589058893845542
71,-772.881527794156,-234.54059176362307,8.661638782691654,0.06049558596991536,-0.05721129973612962
72,-779.0815602187301,-215.4839275395705,4.257905474266977,0.06444747569951118,-0.037255132723588644
73,-786.0003409085771,-199.5061542055273,2.9919900325777746,0.0670151602397902,-0.015158985079309874
74,-793.45759613826,-186.2019514339494,4.678035967398898,0.06807745047822866,0.00950453794015174
75,-801.2017068519816,-174.73939235255585,7.805020875992142,0.06695860361417663,0.036172160724517004
76,-808.6389915513831,-165.12950445438526,9.611750827975783,0.06293015451938211,0.06266361306533505
77,-813.1906364135707,-163.48611313709344,5.01383138822689,0.05581066564139936,0.08493109580612039
78,-816.423393128564,-173.9625006094126,-4.66142930766955,0.046180971667683895,0.09780858628550261
79,-819.2612848278969,-194.16289234742473,-15.289469809117008,0.03507940680175669,0.09686603530570179
80,-822.5443747325073,-222.71096873144157,-23.85168152128199,0.023445981201100884,0.08055685793418838
81,-827.6655750563308,-257.3112536359451,-27.615709223726554,0.011748890517308715,0.051434630604296504
82,-839.4064105387242,-293.3455761550105,-24.326701190880726,7.48636311646764e-05,0.015700146024136653
83,-854.1591859571965,-329.22300223780536,-18.09381811616049,-0.011345294596604839,-0.01876878021489743
84,-868.0031107385814,-361.9950429915541,-11.238599189540338,-0.021538150616654955,-0.04517287224497741
85,-881.5765938360331,-387.6025469715393,-5.314991895452664,-0.0286639994609694,-0.060320609967058465
86,-894.3457467674788,-402.37367165997676,-1.8044973890636413,-0.030698670138292243,-0.06573524645911971
87,-905.1014406953085,-406.03247819033123,-2.1111838246370667,-0.026611255050671315,-0.06644749349684426
88,-918.8168993028703,-401.76065640123596,-1.0939136961222005,-0.017201010495150798,-0.06780483224456206
89,-933.785561248104,-384.52834372902794,6.27741883339209,-0.004923235816236865,-0.07211905306010133
90,-948.5985311987191,-353.4274107172775,17.27252953251164,0.0072208438773397835,-0.07741197708240173
91,-962.5795944402163,-312.2104540269594,28.242958683411246,0.016954394355279966,-0.0791679079333929
92,-976.2921646772432,-266.6303728302018,34.796397696229235,0.023304288136484205,-0.07378057418158314
93,-986.1126859216228,-223.00405095168165,31.42043247084115,0.026239997050800136,-0.06122937244895818
94,-988.2462505150859,-190.6688114881098,20.056710822381206,0.02587177137004696,-0.045368441568937455
95,-988.2806321066723,-175.11805655425695,3.9855693873182076,0.021971859318012054,-0.03205286290218028
96,-988.6295392990642,-178.06124724283487,-12.881187625947206,0.014258104570861045,-0.02657793320125251
97,-991.5175202358805,-198.55669964264362,-26.359287121455964,0.0032509644396823594,-0.03189878454419936
98,-999.477799049539,-235.28812361984532,-31.58975941004988,-0.009039049657256628,-0.04822597707679135
99,-1010.1746474956066,-279.94402850660174,-27.022904906118583,-0.01938327326458366,-0.07358616644983304
100,-1022.7924247883338,-321.8032650316186,-18.82289808117781,-0.02465568832447487,-0.1044765139150483
101,-1036.3804603454248,-356.78397742193425,-11.074980374232979,-0.023340693807325175,-0.1361189689420482
102,-1050.0312288732048,-382.5612209756042,-6.336645770933757,-0.01610368515786146,-0.16263901621177154
103,-1062.972850632125,-398.32728169898286,-4.89652455281481,-0.005038863024901806,-0.17790434736687732
104,-1074.3356483301866,-406.06186762674315,-3.8433930919874797,0.007730826270197591,-0.17733741176093976
105,-1087.3690731678003,-404.1907089501162,-0.999339432603449,0.02099974212211214,-0.16000775641048248
106,-1102.1081287563256,-390.88440052966365,5.088704425479733,0.03439489464148341,-0.12959729120314145
107,-1117.7057289751797,-365.3311447398792,14.296716272645313,0.04760364200777745,-0.09333556320943197
108,-1132.7138557106764,-330.9418996516377,23.73090335401224,0.05971010487767735,-0.05944693490946174
109,-1145.511040045791,-290.6376772821148,30.354480755300585,0.06916661016516489,-0.03454154634714695
110,-1154.8372573998768,-243.42845369346975,31.877842878972388,0.07438235354639822,-0.02199501103865108
111,-1160.2426701506527,-198.6533936958059,26.706695485070327,0.07451430523514721,-0.02147815278036633
112,-1162.4459818170972,-162.74874702951948,16.781208061555333,0.06995413796745258,-0.02936392247865984
113,-1164.798438392561,-140.92195656509742,4.984460581372218,0.062214600322935534,-0.03983642348168791
114,-1167.8842841794547,-135.9372915542462,-5.7906083557193995,0.053325386590202126,-0.04943294123604777
115,-1170.1675460905567,-147.43710501160604,-13.515367823282702,0.043988450558357234,-0.053527953006426696
116,-1175.4788691375472,-173.2495561729939,-13.51536782328116,0.03508895398452247,-0.04887967715488936
117,-1181.9189314016098,-199.06200733435804,-13.51536782328116,0.02751205862581987,-0.03224633204350064
118,-1189.4877328827422,-224.8744584957222,-13.51536782328116,0.022142926239371474,-0.00038613603432530175
119,-1198.1852735809437,-250.68690965708635,-13.51536782328116,0.01986671858229911,0.0499426925105714
120,-1208.0115534962147,-276.4993608184505,-13.51536782328116,0.02156859741172494,0.12198193522912462
