Frame,Time,FPS,Original_Frame,Landmark_ID,Visibility,Detection_OK,X_clean,Y_clean,Z_clean,X_raw,Y_raw,Z_raw
0,0.000000,30.000000,0,0,1.000000,True,0.052179,0.553147,-0.448530,0.052675,0.556011,-0.440219
0,0.000000,30.000000,0,1,0.999998,True,0.063257,0.572543,-0.435586,0.063634,0.575080,-0.427215
0,0.000000,30.000000,0,2,0.999997,True,0.063493,0.571500,-0.427507,0.063970,0.574066,-0.419281
0,0.000000,30.000000,0,3,0.999997,True,0.062322,0.572809,-0.429664,0.062779,0.575325,-0.421502
0,0.000000,30.000000,0,4,0.999999,True,0.041645,0.576968,-0.453329,0.042268,0.579983,-0.444825
0,0.000000,30.000000,0,5,0.999999,True,0.043951,0.576542,-0.464897,0.044571,0.579537,-0.456233
0,0.000000,30.000000,0,6,0.999999,True,0.046533,0.564382,-0.443152,0.047152,0.567350,-0.434611
0,0.000000,30.000000,0,7,0.999998,True,0.125658,0.557404,-0.326345,0.126358,0.559585,-0.319362
0,0.000000,30.000000,0,8,0.999997,True,-0.022070,0.500021,-0.330670,-0.020731,0.503745,-0.322081
0,0.000000,30.000000,0,9,0.999998,True,0.093889,0.537589,-0.395482,0.094616,0.540448,-0.387565
0,0.000000,30.000000,0,10,0.999998,True,0.054653,0.501841,-0.427965,0.055542,0.504965,-0.419719
0,0.000000,30.000000,0,11,0.999997,True,0.234283,0.407222,-0.174549,0.235873,0.409056,-0.169789
0,0.000000,30.000000,0,12,0.999986,True,-0.063880,0.468958,-0.147842,-0.062458,0.473035,-0.139463
0,0.000000,30.000000,0,13,0.998701,True,0.440690,0.333044,-0.146639,0.444814,0.335863,-0.142829
0,0.000000,30.000000,0,14,0.998564,True,-0.277840,0.340778,-0.183356,-0.275485,0.345796,-0.175307
0,0.000000,30.000000,0,15,0.999474,True,0.659727,0.261733,-0.126517,0.670364,0.265617,-0.121915
0,0.000000,30.000000,0,16,0.999244,True,-0.513805,0.304387,-0.307054,-0.512084,0.316067,-0.303548
0,0.000000,30.000000,0,17,0.998422,True,0.709312,0.262487,-0.108769,0.720522,0.265346,-0.103315
0,0.000000,30.000000,0,18,0.997704,True,-0.551497,0.303470,-0.346509,-0.551124,0.316332,-0.344209
0,0.000000,30.000000,0,19,0.998791,True,0.710847,0.273261,-0.148978,0.722705,0.277368,-0.143022
0,0.000000,30.000000,0,20,0.998122,True,-0.523536,0.331322,-0.382919,-0.521442,0.344707,-0.380271
0,0.000000,30.000000,0,21,0.998586,True,0.673122,0.242859,-0.145638,0.683943,0.247247,-0.140767
0,0.000000,30.000000,0,22,0.997509,True,-0.518158,0.307436,-0.333004,-0.516329,0.320143,-0.329027
0,0.000000,30.000000,0,23,0.999970,True,0.079098,-0.043441,0.022344,0.078733,-0.045070,0.021471
0,0.000000,30.000000,0,24,0.999961,True,-0.076654,0.048372,-0.019142,-0.076221,0.050259,-0.018335
0,0.000000,30.000000,0,25,0.992427,True,0.014675,-0.431790,-0.034938,-0.010089,-0.443927,-0.001196
0,0.000000,30.000000,0,26,0.996199,True,-0.374013,0.057036,-0.152702,-0.382902,0.097014,-0.164983
0,0.000000,30.000000,0,27,0.996926,True,-0.078658,-0.788435,0.105015,-0.086348,-0.806189,0.135547
0,0.000000,30.000000,0,28,0.995371,True,-0.501648,-0.182111,-0.006223,-0.754516,-0.151103,-0.045691
0,0.000000,30.000000,0,29,0.988250,True,-0.107587,-0.822414,0.124309,-0.112932,-0.841554,0.153496
0,0.000000,30.000000,0,30,0.979074,True,-0.516913,-0.195113,-0.026766,-0.794768,-0.165410,-0.067621
0,0.000000,30.000000,0,31,0.996841,True,-0.069758,-0.846667,0.059799,-0.069698,-0.857357,0.090822
0,0.000000,30.000000,0,32,0.996164,True,-0.539126,-0.179661,-0.087627,-0.849769,-0.132592,-0.133472
1,0.033333,30.000000,1,0,1.000000,True,0.046307,0.557577,-0.428786,0.048004,0.553254,-0.443445
1,0.033333,30.000000,1,1,0.999998,True,0.058093,0.576433,-0.416926,0.060205,0.572586,-0.431270
1,0.033333,30.000000,1,2,0.999997,True,0.057821,0.576005,-0.408361,0.059628,0.572136,-0.422384
1,0.033333,30.000000,1,3,0.999998,True,0.057012,0.576898,-0.410341,0.058969,0.573096,-0.424356
1,0.033333,30.000000,1,4,0.999999,True,0.037346,0.581662,-0.432722,0.038163,0.577187,-0.447234
1,0.033333,30.000000,1,5,0.999999,True,0.039304,0.581410,-0.443877,0.040068,0.577058,-0.458781
1,0.033333,30.000000,1,6,0.999999,True,0.042255,0.568372,-0.423293,0.042947,0.563911,-0.437865
1,0.033333,30.000000,1,7,0.999998,True,0.122022,0.559172,-0.311381,0.123973,0.556208,-0.321271
1,0.033333,30.000000,1,8,0.999997,True,-0.022893,0.507558,-0.308926,-0.024643,0.502709,-0.322107
1,0.033333,30.000000,1,9,0.999998,True,0.088402,0.540403,-0.377828,0.089743,0.536123,-0.391109
1,0.033333,30.000000,1,10,0.999998,True,0.049852,0.505877,-0.407035,0.050255,0.501445,-0.421026
1,0.033333,30.000000,1,11,0.999997,True,0.229286,0.409197,-0.164258,0.228821,0.406387,-0.171406
1,0.033333,30.000000,1,12,0.999984,True,-0.067204,0.472728,-0.122917,-0.070753,0.467626,-0.133777
1,0.033333,30.000000,1,13,0.998684,True,0.433145,0.338684,-0.134652,0.429141,0.334318,-0.145308
1,0.033333,30.000000,1,14,0.998505,True,-0.290318,0.340951,-0.145752,-0.291766,0.332056,-0.156232
1,0.033333,30.000000,1,15,0.999449,True,0.647868,0.261356,-0.112131,0.626664,0.255171,-0.131476
1,0.033333,30.000000,1,16,0.999062,True,-0.525557,0.296122,-0.257726,-0.526432,0.272655,-0.262364
1,0.033333,30.000000,1,17,0.998350,True,0.697647,0.259787,-0.095796,0.673689,0.254602,-0.119324
1,0.033333,30.000000,1,18,0.997127,True,-0.561009,0.294110,-0.292215,-0.559599,0.268234,-0.295616
1,0.033333,30.000000,1,19,0.998743,True,0.698297,0.265862,-0.138609,0.672130,0.258291,-0.161325
1,0.033333,30.000000,1,20,0.997661,True,-0.536634,0.322370,-0.325718,-0.537280,0.295145,-0.334381
1,0.033333,30.000000,1,21,0.998534,True,0.661413,0.241184,-0.133237,0.639120,0.234048,-0.152316
1,0.033333,30.000000,1,22,0.997083,True,-0.530731,0.298073,-0.284406,-0.531358,0.273064,-0.289907
1,0.033333,30.000000,1,23,0.999968,True,0.079908,-0.038005,0.019230,0.082214,-0.035901,0.019772
1,0.033333,30.000000,1,24,0.999954,True,-0.077331,0.042295,-0.016157,-0.079745,0.039704,-0.016579
1,0.033333,30.000000,1,25,0.991397,True,0.036391,-0.397938,-0.106653,0.085956,-0.378553,-0.165190
1,0.033333,30.000000,1,26,0.976391,True,-0.338063,-0.010620,-0.103977,-0.334890,-0.068299,-0.075584
1,0.033333,30.000000,1,27,0.993622,True,-0.059585,-0.761084,0.000998,-0.043272,-0.727398,-0.050317
1,0.033333,30.000000,1,28,0.939009,False,-0.426371,-0.258643,0.084213,-0.273876,-0.272850,0.173512
1,0.033333,30.000000,1,29,0.977074,True,-0.089696,-0.794580,0.017910,-0.077817,-0.758100,-0.030710
1,0.033333,30.000000,1,30,0.917889,False,-0.435222,-0.270137,0.066753,-0.263231,-0.282882,0.161425
1,0.033333,30.000000,1,31,0.993558,True,-0.063850,-0.827076,-0.052120,-0.063598,-0.806674,-0.103194
1,0.033333,30.000000,1,32,0.949131,False,-0.449214,-0.275788,0.025576,-0.256861,-0.319910,0.139758
2,0.066667,30.000000,2,0,1.000000,True,0.043990,0.561545,-0.414414,0.045605,0.555513,-0.412200
2,0.066667,30.000000,2,1,0.999998,True,0.056308,0.579991,-0.403063,0.059375,0.574629,-0.400720
2,0.066667,30.000000,2,2,0.999998,True,0.055579,0.580078,-0.394150,0.058649,0.574673,-0.391321
2,0.066667,30.000000,2,3,0.999998,True,0.055062,0.580631,-0.396016,0.058214,0.575297,-0.393091
2,0.066667,30.000000,2,4,0.999999,True,0.035977,0.585858,-0.417783,0.037468,0.579696,-0.413885
2,0.066667,30.000000,2,5,0.999999,True,0.037635,0.585785,-0.428584,0.039197,0.579757,-0.424862
2,0.066667,30.000000,2,6,0.999999,True,0.040925,0.571989,-0.408970,0.042317,0.565873,-0.405762
2,0.066667,30.000000,2,7,0.999998,True,0.120315,0.561099,-0.299221,0.124000,0.556931,-0.295996
2,0.066667,30.000000,2,8,0.999997,True,-0.023125,0.514284,-0.293141,-0.024334,0.508159,-0.284473
2,0.066667,30.000000,2,9,0.999998,True,0.085962,0.543043,-0.364666,0.087810,0.537306,-0.362667
2,0.066667,30.000000,2,10,0.999998,True,0.047726,0.509566,-0.391833,0.048414,0.503377,-0.387672
2,0.066667,30.000000,2,11,0.999997,True,0.228005,0.411094,-0.154782,0.229028,0.406630,-0.156896
2,0.066667,30.000000,2,12,0.999983,True,-0.072251,0.476651,-0.105009,-0.073820,0.470197,-0.092260
2,0.066667,30.000000,2,13,0.998678,True,0.434911,0.344396,-0.124491,0.429972,0.335617,-0.139235
2,0.066667,30.000000,2,14,0.998383,True,-0.304379,0.342670,-0.118954,-0.301205,0.332886,-0.103696
2,0.066667,30.000000,2,15,0.999433,True,0.649914,0.261307,-0.104796,0.622893,0.252747,-0.130404
2,0.066667,30.000000,2,16,0.998910,True,-0.540580,0.291129,-0.222994,-0.534760,0.273329,-0.203044
2,0.066667,30.000000,2,17,0.998293,True,0.700748,0.257292,-0.090297,0.668723,0.247803,-0.118159
2,0.066667,30.000000,2,18,0.996718,True,-0.574521,0.288241,-0.253761,-0.565411,0.266191,-0.232695
2,0.066667,30.000000,2,19,0.998706,True,0.700330,0.259549,-0.135664,0.664326,0.249050,-0.159831
2,0.066667,30.000000,2,20,0.997341,True,-0.552809,0.316511,-0.285905,-0.544990,0.294008,-0.272987
2,0.066667,30.000000,2,21,0.998490,True,0.663497,0.239963,-0.127909,0.634046,0.230816,-0.151843
2,0.066667,30.000000,2,22,0.996808,True,-0.546297,0.292367,-0.250379,-0.539867,0.273587,-0.230680
2,0.066667,30.000000,2,23,0.999964,True,0.081989,-0.033614,0.017557,0.084657,-0.032505,0.016849
2,0.066667,30.000000,2,24,0.999944,True,-0.079294,0.037340,-0.014596,-0.081976,0.036032,-0.013864
2,0.066667,30.000000,2,25,0.988386,True,0.058189,-0.370828,-0.166528,0.063657,-0.362249,-0.194071
2,0.066667,30.000000,2,26,0.943382,True,-0.310706,-0.067300,-0.065950,-0.298665,-0.088488,-0.067393
2,0.066667,30.000000,2,27,0.989680,True,-0.043950,-0.736753,-0.084936,-0.043885,-0.735261,-0.128535
