frame,timestamp_sec,wx_0,wy_0,wz_0,wvis_0,wx_1,wy_1,wz_1,wvis_1,wx_2,wy_2,wz_2,wvis_2,wx_3,wy_3,wz_3,wvis_3,wx_4,wy_4,wz_4,wvis_4,wx_5,wy_5,wz_5,wvis_5,wx_6,wy_6,wz_6,wvis_6,wx_7,wy_7,wz_7,wvis_7,wx_8,wy_8,wz_8,wvis_8,wx_9,wy_9,wz_9,wvis_9,wx_10,wy_10,wz_10,wvis_10,wx_11,wy_11,wz_11,wvis_11,wx_12,wy_12,wz_12,wvis_12,wx_13,wy_13,wz_13,wvis_13,wx_14,wy_14,wz_14,wvis_14,wx_15,wy_15,wz_15,wvis_15,wx_16,wy_16,wz_16,wvis_16,wx_17,wy_17,wz_17,wvis_17,wx_18,wy_18,wz_18,wvis_18,wx_19,wy_19,wz_19,wvis_19,wx_20,wy_20,wz_20,wvis_20,wx_21,wy_21,wz_21,wvis_21,wx_22,wy_22,wz_22,wvis_22,wx_23,wy_23,wz_23,wvis_23,wx_24,wy_24,wz_24,wvis_24,wx_25,wy_25,wz_25,wvis_25,wx_26,wy_26,wz_26,wvis_26,wx_27,wy_27,wz_27,wvis_27,wx_28,wy_28,wz_28,wvis_28,wx_29,wy_29,wz_29,wvis_29,wx_30,wy_30,wz_30,wvis_30,wx_31,wy_31,wz_31,wvis_31,wx_32,wy_32,wz_32,wvis_32
0,0.0,-0.0008855201303958893,-0.6419769525527954,-0.28727418184280396,0.9999992847442627,0.026913009583950043,-0.6596236824989319,-0.2753942906856537,0.999997615814209,0.024309810250997543,-0.6614975929260254,-0.2641168236732483,0.999997615814209,0.02357945218682289,-0.6618131399154663,-0.2674124240875244,0.9999972581863403,-0.00512938154861331,-0.6703900694847107,-0.28525540232658386,0.9999986886978149,-0.003063807263970375,-0.6718966960906982,-0.2996630072593689,0.9999991655349731,0.0005685901269316673,-0.6584479808807373,-0.2789740562438965,0.9999984502792358,0.0906418040394783,-0.6341323852539062,-0.17252056300640106,0.9999978542327881,-0.06018189340829849,-0.5944042801856995,-0.16954472661018372,0.9999948740005493,0.038387399166822433,-0.6278401017189026,-0.2414618581533432,0.9999947547912598,-0.0022298824042081833,-0.5942561030387878,-0.26726365089416504,0.9999926090240479,0.20262111723423004,-0.482649028301239,-0.053675681352615356,0.9999855756759644,-0.10990948230028152,-0.5348489284515381,-0.06448096036911011,0.9999388456344604,0.44131624698638916,-0.44991084933280945,-0.03962787240743637,0.992624044418335,-0.17611481249332428,-0.4303349554538727,-0.31218934059143066,0.9468417763710022,0.6925070285797119,-0.3948853015899658,-0.036037344485521317,0.9975005984306335,-0.31328049302101135,-0.44451192021369934,-0.5999090671539307,0.9955348968505859,0.7488555908203125,-0.38679543137550354,-0.02384757809340954,0.9975653886795044,-0.33480486273765564,-0.4499320089817047,-0.677167534828186,0.9962782263755798,0.7414324283599854,-0.39021793007850647,-0.06820529699325562,0.9983575940132141,-0.3042104244232178,-0.48524942994117737,-0.6919975876808167,0.9965684413909912,0.7112206220626831,-0.37497347593307495,-0.05696623772382736,0.9981203675270081,-0.3130621612071991,-0.4493351876735687,-0.6228179335594177,0.9956914782524109,0.08397961407899857,-0.00712506752461195,0.025934280827641487,0.9999525547027588,-0.08173613250255585,0.0025100265629589558,-0.021657338365912437,0.9998805522918701,0.0649857297539711,0.3740903437137604,-0.03746623918414116,0.9430252909660339,-0.06293521076440811,0.3075905740261078,0.015094313770532608,0.5485735535621643,-0.0013137506321072578,0.7430968880653381,0.0013998618815094233,0.9846422076225281,0.01342577114701271,0.6607044339179993,0.2409990429878235,0.8164023160934448,-0.03181513771414757,0.7816083431243896,0.009196537546813488,0.9445520043373108,0.022296085953712463,0.6875717639923096,0.21534597873687744,0.7250340580940247,-0.0034734252840280533,0.7512686252593994,-0.08207621425390244,0.9878986477851868,-0.028635922819375992,0.6788812875747681,0.15376035869121552,0.8215859532356262
1,0.03333333333333333,-0.015197858214378357,-0.6611062288284302,-0.28409385681152344,0.9999996423721313,0.010639263316988945,-0.6763243675231934,-0.272989958524704,0.9999990463256836,0.010878799483180046,-0.6775349378585815,-0.2643178105354309,0.9999991655349731,0.009693142026662827,-0.6783387064933777,-0.2658359408378601,0.9999992847442627,-0.009237967431545258,-0.6851742267608643,-0.28186729550361633,0.9999992847442627,-0.00884438306093216,-0.6866907477378845,-0.2918309271335602,0.9999994039535522,-0.004313420504331589,-0.6709482073783875,-0.27257272601127625,0.9999990463256836,0.09229227900505066,-0.6382313370704651,-0.18648970127105713,0.9999994039535522,-0.04970759153366089,-0.607466459274292,-0.15049679577350616,0.9999972581863403,0.030306395143270493,-0.635493814945221,-0.24228303134441376,0.999997615814209,-0.010523591190576553,-0.6072794795036316,-0.25792136788368225,0.9999959468841553,0.19132830202579498,-0.47057950496673584,-0.10129610449075699,0.9999884366989136,-0.10404855012893677,-0.5481323003768921,0.037315551191568375,0.9998797178268433,0.43629488348960876,-0.44068238139152527,-0.1507449597120285,0.9995132684707642,-0.2702338397502899,-0.4937790632247925,0.05159808322787285,0.9880776405334473,0.6707344055175781,-0.3842104971408844,-0.1590690314769745,0.9992499947547913,-0.4724372923374176,-0.5394109487533569,0.017455948516726494,0.9881013631820679,0.7325649261474609,-0.3852456212043762,-0.15318292379379272,0.9978779554367065,-0.49012070894241333,-0.5554507374763489,-0.005220568738877773,0.9772411584854126,0.739949107170105,-0.38389185070991516,-0.1913621425628662,0.9982954859733582,-0.4797797203063965,-0.5942445397377014,-0.040665388107299805,0.9800395369529724,0.6891447901725769,-0.36389976739883423,-0.18167395889759064,0.9980886578559875,-0.48127469420433044,-0.5523368716239929,-0.0073401001282036304,0.9839420914649963,0.08466115593910217,0.0002830724697560072,-0.02143947035074234,0.9999854564666748,-0.08112800121307373,-0.004053078126162291,0.022629287093877792,0.9999697208404541,0.12720948457717896,0.3564292788505554,-0.09534279257059097,0.9941319823265076,-0.07629450410604477,0.3098360300064087,0.05305493250489235,0.9637030363082886,0.06656917929649353,0.7403907775878906,-0.007409828249365091,0.9968026876449585,0.02712348848581314,0.6940215826034546,0.19929608702659607,0.9842701554298401,0.03704560175538063,0.7785912752151489,0.0021628059912472963,0.9859637022018433,0.033837977796792984,0.7254979014396667,0.1736728399991989,0.9755207300186157,0.019524220377206802,0.7909601330757141,-0.07327807694673538,0.9971567392349243,-0.03493600711226463,0.7346933484077454,0.12941747903823853,0.9873945713043213
2,0.06666666666666667,-0.03772405907511711,-0.6610177159309387,-0.28882381319999695,0.9999995827674866,-0.004189574625343084,-0.6762367486953735,-0.2814531922340393,0.9999988079071045,-0.004301731009036303,-0.6773466467857361,-0.2725033462047577,0.9999989867210388,-0.005654559936374426,-0.6782586574554443,-0.27408286929130554,0.9999990463256836,-0.025413762778043747,-0.6851750016212463,-0.2886173725128174,0.9999991655349731,-0.02480035275220871,-0.6867247819900513,-0.3000980019569397,0.9999993443489075,-0.020344184711575508,-0.671058714389801,-0.2803346514701843,0.999998927116394,0.08211331069469452,-0.638392984867096,-0.2029944807291031,0.9999992847442627,-0.05364406108856201,-0.6097033023834229,-0.15574876964092255,0.9999971985816956,0.004965587053447962,-0.6354542970657349,-0.25032857060432434,0.9999973773956299,-0.031028347089886665,-0.6074705123901367,-0.2637399733066559,0.999995768070221,0.1585705429315567,-0.4755800664424896,-0.13999052345752716,0.9999876618385315,-0.11400334537029266,-0.5505421757698059,0.03879817575216293,0.9998826384544373,0.3567337393760681,-0.44672536849975586,-0.24672558903694153,0.9994275569915771,-0.31525376439094543,-0.49109330773353577,0.05046510323882103,0.9866790771484375,0.5607636570930481,-0.39545634388923645,-0.3430023491382599,0.9991353154182434,-0.5727298855781555,-0.539406955242157,0.0033322537783533335,0.9883899092674255,0.618441641330719,-0.3961697220802307,-0.35811012983322144,0.9978030920028687,-0.6072618365287781,-0.5558602809906006,-0.016989344730973244,0.9782330393791199,0.6164503693580627,-0.3991628885269165,-0.3877076208591461,0.9982450604438782,-0.6026625633239746,-0.5945079922676086,-0.05675560235977173,0.980921745300293,0.5759714841842651,-0.3768875002861023,-0.3658260405063629,0.9980235695838928,-0.586071252822876,-0.552090048789978,-0.02236216701567173,0.9846938252449036,0.08268710225820541,0.00027801093528978527,-0.031330276280641556,0.9999844431877136,-0.079231858253479,-0.004044562112540007,0.033233169466257095,0.9999696612358093,0.07014833390712738,0.3721441924571991,-0.11846372485160828,0.9944401383399963,-0.09065570682287216,0.31372135877609253,0.08188620954751968,0.9642478823661804,0.07839343696832657,0.7411167025566101,0.0008229309460148215,0.9968479871749878,-0.010957511141896248,0.7118635773658752,0.22152575850486755,0.9849703311920166,0.05594872683286667,0.7786474823951721,0.015464222989976406,0.98581862449646,-0.007219504565000534,0.7436103820800781,0.19474585354328156,0.9765868782997131,0.0033380198292434216,0.7898720502853394,-0.05258272588253021,0.9972060918807983,-0.09835486114025116,0.7543312907218933,0.15720495581626892,0.9879124760627747
3,0.1,-0.04797503352165222,-0.6557132005691528,-0.29440921545028687,0.9999995827674866,-0.011678623035550117,-0.6705453395843506,-0.2875995934009552,0.9999987483024597,-0.011864935047924519,-0.6713981032371521,-0.27829599380493164,0.999998927116394,-0.014161600731313229,-0.673151433467865,-0.2803029716014862,0.999998927116394,-0.035971105098724365,-0.681079626083374,-0.2938142716884613,0.9999991655349731,-0.03446068614721298,-0.68255215883255,-0.30657875537872314,0.9999993443489075,-0.030213234946131706,-0.6678060293197632,-0.2867024540901184,0.999998927116394,0.0809856504201889,-0.6376046538352966,-0.21452073752880096,0.9999992251396179,-0.05519593507051468,-0.609578549861908,-0.1562483012676239,0.9999973773956299,-0.004136977251619101,-0.6314727663993835,-0.25637081265449524,0.9999973773956299,-0.038093578070402145,-0.6041791439056396,-0.26873543858528137,0.9999959468841553,0.13933444023132324,-0.47572243213653564,-0.17141003906726837,0.9999864101409912,-0.11570128798484802,-0.5520147085189819,0.04166436567902565,0.9998919367790222,0.2577550709247589,-0.441709041595459,-0.35866039991378784,0.9988698363304138,-0.3427932858467102,-0.4847891926765442,0.049396928399801254,0.9833244681358337,0.40284448862075806,-0.39387208223342896,-0.5271551609039307,0.9979631900787354,-0.6128552556037903,-0.5360881686210632,0.004240528214722872,0.9882672429084778,0.4518071711063385,-0.3939945697784424,-0.5537490248680115,0.9968355298042297,-0.6493415236473083,-0.5534824728965759,-0.015117010101675987,0.978425145149231,0.4487358033657074,-0.3981148302555084,-0.5779510140419006,0.997532308101654,-0.6417123079299927,-0.5920417308807373,-0.04978318139910698,0.9810203909873962,0.4154932200908661,-0.37638038396835327,-0.5488437414169312,0.9970104098320007,-0.6251401305198669,-0.546991229057312,-0.02097463421523571,0.9845505356788635,0.0803002193570137,-0.0004233322979416698,-0.03903992101550102,0.9999827146530151,-0.07760827243328094,-0.0035057729110121727,0.04230111092329025,0.9999709129333496,0.034867990761995316,0.3875613510608673,-0.1508389115333557,0.9946014881134033,-0.0960434153676033,0.3314592242240906,0.08341214805841446,0.9585821032524109,0.1148330345749855,0.7410252094268799,-0.013918580487370491,0.9965982437133789,-0.036249615252017975,0.7424681186676025,0.21969252824783325,0.9838659167289734,0.10247448086738586,0.7778749465942383,0.004322744440287352,0.9851100444793701,-0.0334848091006279,0.7749320864677429,0.19379407167434692,0.9759036898612976,0.025066277012228966,0.7999060750007629,-0.053242027759552,0.9970705509185791,-0.11880319565534592,0.797584593296051,0.15410496294498444,0.9873663187026978
4,0.13333333333333333,-0.053582414984703064,-0.6504946351051331,-0.2990298271179199,0.9999995827674866,-0.015218029730021954,-0.6648461222648621,-0.2928867042064667,0.9999986886978149,-0.015490375459194183,-0.6654199957847595,-0.28373852372169495,0.9999988675117493,-0.01774456538259983,-0.6675150394439697,-0.2855319380760193,0.9999988675117493,-0.04025331139564514,-0.6769383549690247,-0.2982215881347656,0.9999991655349731,-0.038429390639066696,-0.6782634258270264,-0.3115622103214264,0.9999993443489075,-0.03420273959636688,-0.6641790270805359,-0.29144638776779175,0.999998927116394,0.08080346137285233,-0.6334236860275269,-0.22323790192604065,0.9999991655349731,-0.05532257258892059,-0.6090947985649109,-0.1576104462146759,0.9999974966049194,-0.009288320317864418,-0.6264512538909912,-0.26212459802627563,0.9999973177909851,-0.04253493621945381,-0.6006361842155457,-0.27308744192123413,0.9999960064888,0.13307920098304749,-0.4748358428478241,-0.1793985217809677,0.9999852776527405,-0.11539596319198608,-0.5522090792655945,0.04171827808022499,0.9998993873596191,0.24239784479141235,-0.43340665102005005,-0.36721765995025635,0.9983524680137634,-0.34174031019210815,-0.47886061668395996,0.047119565308094025,0.9790853261947632,0.3774493336677551,-0.3934456706047058,-0.5275883674621582,0.9971296191215515,-0.6142081022262573,-0.5347811579704285,0.0043019456788897514,0.9879491329193115,0.4224655330181122,-0.393643319606781,-0.5525833964347839,0.9961829781532288,-0.650730311870575,-0.5531147718429565,-0.014665001071989536,0.9784999489784241,0.4194270670413971,-0.3994671702384949,-0.5765531659126282,0.9970425367355347,-0.6441214084625244,-0.5919289588928223,-0.04954869672656059,0.9810512065887451,0.3892950117588043,-0.37625569105148315,-0.5492337942123413,0.9962923526763916,-0.6273177862167358,-0.5454416275024414,-0.020115330815315247,0.984457790851593,0.07711529731750488,-0.0006224433891475201,-0.043449923396110535,0.9999796152114868,-0.07478240877389908,-0.0034082382917404175,0.04666796326637268,0.9999706149101257,0.02236575447022915,0.38709625601768494,-0.14962230622768402,0.9940608143806458,-0.08997077494859695,0.333487331867218,0.08395223319530487,0.9462013244628906,0.11988535523414612,0.7375850677490234,-0.031535886228084564,0.9959318041801453,-0.03278190642595291,0.7524133920669556,0.2070656716823578,0.9810963273048401,0.10777462273836136,0.773698627948761,-0.015885017812252045,0.9835366010665894,-0.0312841534614563,0.7854289412498474,0.17783290147781372,0.9741858839988708,0.030273549258708954,0.7995286583900452,-0.06923779100179672,0.9966897368431091,-0.11639771610498428,0.8041468858718872,0.1417410522699356,0.9858503937721252
5,0.16666666666666666,-0.08025682717561722,-0.649509847164154,-0.2673787474632263,0.999993085861206,-0.04406614601612091,-0.6641106009483337,-0.27129846811294556,0.9999889731407166,-0.04375370591878891,-0.6649255156517029,-0.25986433029174805,0.9999867081642151,-0.04552570730447769,-0.6665324568748474,-0.261538565158844,0.999989926815033,-0.06161266192793846,-0.6760360598564148,-0.2693399488925934,0.999991238117218,-0.059806179255247116,-0.6771860718727112,-0.2840742766857147,0.9999896883964539,-0.05487384647130966,-0.6637148857116699,-0.26265642046928406,0.9999918341636658,0.0609855055809021,-0.6323257088661194,-0.22073613107204437,0.9999881982803345,-0.054678771644830704,-0.6081571578979492,-0.14034897089004517,0.9999738931655884,-0.03320961818099022,-0.6250467896461487,-0.24040487408638,0.9999716877937317,-0.05759292095899582,-0.5990463495254517,-0.24430401623249054,0.9999651312828064,0.09035653620958328,-0.46946969628334045,-0.19258423149585724,0.9999606609344482,-0.09107775241136551,-0.5523115992546082,0.07766995579004288,0.9998599290847778,-0.022515423595905304,-0.41125208139419556,-0.3684830069541931,0.9867953658103943,-0.28808578848838806,-0.44736742973327637,0.08685259521007538,0.9028392434120178,-0.14805661141872406,-0.3944087326526642,-0.44832542538642883,0.977089524269104,-0.5751422047615051,-0.4884997010231018,0.021777838468551636,0.940342903137207,-0.17395663261413574,-0.39647698402404785,-0.4679938852787018,0.977035403251648,-0.614418089389801,-0.5076051950454712,-0.00828457623720169,0.9371016621589661,-0.1829310953617096,-0.40994948148727417,-0.482661634683609,0.9789782762527466,-0.6147768497467041,-0.5471274852752686,-0.03855578973889351,0.9414469003677368,-0.1513163298368454,-0.3806169331073761,-0.45932531356811523,0.9654499888420105,-0.5910789966583252,-0.5021497011184692,-0.0003294857742730528,0.942718505859375,0.06652131676673889,0.0010043731890618801,-0.04985015094280243,0.9999788999557495,-0.06469704210758209,-0.004998147487640381,0.052178703248500824,0.999971330165863,0.024803318083286285,0.40982872247695923,-0.1429770290851593,0.9782912731170654,-0.06637687236070633,0.34529241919517517,0.0828053206205368,0.9036337733268738,0.14791980385780334,0.7530586123466492,-0.030030786991119385,0.9897357821464539,-0.030241375789046288,0.7612327337265015,0.2011527121067047,0.9666993021965027,0.13918286561965942,0.7902626395225525,-0.015190321020781994,0.9618611335754395,-0.03137445077300072,0.7948907017707825,0.17107130587100983,0.9554930925369263,0.08465299010276794,0.8535250425338745,-0.06894634664058685,0.9908140897750854,-0.11014506965875626,0.8304337859153748,0.13097642362117767,0.9745708107948303
6,0.2,-0.15276171267032623,-0.6550992131233215,-0.19091030955314636,0.9998743534088135,-0.11708930879831314,-0.664688229560852,-0.21663478016853333,0.9998801350593567,-0.11575894802808762,-0.6652425527572632,-0.2047146111726761,0.9998985528945923,-0.11843587458133698,-0.6667075157165527,-0.2064712792634964,0.9999266862869263,-0.10817743092775345,-0.6803486943244934,-0.20242367684841156,0.9998552799224854,-0.10573561489582062,-0.6796001195907593,-0.21692876517772675,0.9998626708984375,-0.0997113436460495,-0.6682616472244263,-0.19438299536705017,0.999858558177948,-0.011509054340422153,-0.6160163283348083,-0.24816100299358368,0.9999716281890869,-0.025839272886514664,-0.604142963886261,-0.12109343707561493,0.9998095631599426,-0.10816840827465057,-0.6252273321151733,-0.1914982944726944,0.9999254941940308,-0.10299645364284515,-0.6011077761650085,-0.1816340535879135,0.9998555779457092,-0.015186385251581669,-0.45307981967926025,-0.2570165991783142,0.9999619722366333,0.013238627463579178,-0.5308220982551575,0.09876470267772675,0.999787449836731,-0.14062681794166565,-0.3951933681964874,-0.4476570785045624,0.9880627989768982,0.013562139123678207,-0.2766024172306061,0.2180948257446289,0.8127954006195068,-0.35974976420402527,-0.3894541263580322,-0.49324244260787964,0.9793372750282288,-0.08117098361253738,-0.13708584010601044,0.3077889084815979,0.8473849892616272,-0.4065874218940735,-0.393818199634552,-0.5136957168579102,0.9792623519897461,-0.0521233044564724,-0.10830831527709961,0.3150591552257538,0.8456395268440247,-0.4357313811779022,-0.41104382276535034,-0.5074934363365173,0.9810149073600769,-0.06657705456018448,-0.14360353350639343,0.28908196091651917,0.8496361970901489,-0.371597558259964,-0.38008642196655273,-0.4932364523410797,0.9686878323554993,-0.08870723843574524,-0.1425754725933075,0.2931813895702362,0.8507765531539917,0.019633261486887932,0.0045252954587340355,-0.062445610761642456,0.9999799728393555,-0.019806936383247375,-0.009247103706002235,0.0643855482339859,0.999971330165863,-0.022469552233815193,0.40841779112815857,-0.09525488317012787,0.9785200357437134,-0.042943309992551804,0.3343280851840973,0.12901684641838074,0.8604689240455627,0.13690544664859772,0.7523729205131531,-0.00613747164607048,0.9901369214057922,-0.0643133595585823,0.7395197749137878,0.2875179946422577,0.9588818550109863,0.12836593389511108,0.7894928455352783,0.006438324227929115,0.9628518223762512,-0.07669827342033386,0.7728468775749207,0.2661372125148773,0.9481647610664368,0.0719878226518631,0.874572217464447,-0.03828611224889755,0.9910333752632141,-0.16439272463321686,0.8151971697807312,0.24006612598896027,0.9699774384498596
7,0.23333333333333334,-0.13150008022785187,-0.6519043445587158,0.03308520466089249,0.9992944002151489,-0.11585720628499985,-0.6609834432601929,-0.002927979687228799,0.999355673789978,-0.11527375876903534,-0.6620755195617676,0.009085497818887234,0.9994251132011414,-0.11535513401031494,-0.6622197031974792,0.006370967254042625,0.9996305108070374,-0.09335364401340485,-0.6754807233810425,0.0038890147116035223,0.9991104602813721,-0.09107690304517746,-0.67420494556427,-0.008807292208075523,0.9990432262420654,-0.08499578386545181,-0.663201093673706,0.012002650648355484,0.9991585612297058,-0.06632588058710098,-0.6092678308486938,-0.11322419345378876,0.9998483061790466,0.010750303976237774,-0.5785650610923767,-0.004938509315252304,0.9986147284507751,-0.09889787435531616,-0.621636688709259,0.015147389844059944,0.9993591904640198,-0.08625577390193939,-0.5930852293968201,0.016595961526036263,0.9987969994544983,-0.11730705201625824,-0.45167970657348633,-0.18636736273765564,0.9999617338180542,0.10113759338855743,-0.5071977972984314,0.17261968553066254,0.9996405839920044,-0.31758585572242737,-0.3773532211780548,-0.28056737780570984,0.9885777831077576,0.04310893639922142,-0.2765854001045227,0.2569642663002014,0.7318588495254517,-0.551914632320404,-0.3517674207687378,-0.1510099470615387,0.9796864986419678,-0.08400578051805496,-0.17274662852287292,0.3269173502922058,0.7633637189865112,-0.6138149499893188,-0.35838645696640015,-0.13966156542301178,0.9781975746154785,-0.05626324191689491,-0.1620992124080658,0.33291831612586975,0.7625017166137695,-0.6163240671157837,-0.37135475873947144,-0.12157560884952545,0.9795204401016235,-0.07361874729394913,-0.19136272370815277,0.31404000520706177,0.7660412788391113,-0.5541855096817017,-0.3422323763370514,-0.13726432621479034,0.9636538624763489,-0.10130628198385239,-0.1839594542980194,0.3143961429595947,0.767155110836029,-0.036853156983852386,0.004767029080539942,-0.06344211101531982,0.9999809861183167,0.037574801594018936,-0.009442190639674664,0.06444051116704941,0.9999712109565735,-0.05258874595165253,0.4142233431339264,-0.09191232174634933,0.977432370185852,-0.0017686348874121904,0.32790789008140564,0.15963181853294373,0.8190038800239563,0.1045246571302414,0.7476636171340942,-0.006277416832745075,0.9887561202049255,-0.058257997035980225,0.7180807590484619,0.3037247359752655,0.9484741687774658,0.10354248434305191,0.7849693894386292,0.006102072075009346,0.958401083946228,-0.07278110831975937,0.7522886991500854,0.27981048822402954,0.9360476732254028,0.05757677182555199,0.8695960640907288,-0.00797296967357397,0.9848999977111816,-0.1478104442358017,0.7978490591049194,0.283786803483963,0.9503312706947327
8,0.26666666666666666,-0.08836375921964645,-0.6430866122245789,0.16661018133163452,0.9991218447685242,-0.09386017173528671,-0.650763213634491,0.13814601302146912,0.9991155862808228,-0.09336113929748535,-0.6522694826126099,0.14676138758659363,0.9992401599884033,-0.09584842622280121,-0.6522673964500427,0.14560094475746155,0.9995124340057373,-0.05012466385960579,-0.6610568761825562,0.12632456421852112,0.9988150000572205,-0.04498786851763725,-0.6598101854324341,0.11316234618425369,0.9987508058547974,-0.03724773973226547,-0.6492807865142822,0.13353949785232544,0.9988420605659485,-0.08740244060754776,-0.5904561281204224,0.025238260626792908,0.9997952580451965,0.03532174229621887,-0.5401814579963684,0.060519713908433914,0.9981580972671509,-0.07788097113370895,-0.6114867329597473,0.1515606790781021,0.9990285038948059,-0.03938155621290207,-0.5758298635482788,0.13052979111671448,0.9980541467666626,-0.15848509967327118,-0.44840648770332336,-0.028191277757287025,0.9999639987945557,0.1317962408065796,-0.477843701839447,0.16366669535636902,0.9994773268699646,-0.2864530384540558,-0.3442923426628113,-0.1263425499200821,0.9890655875205994,0.1686040759086609,-0.3072878122329712,0.24565599858760834,0.6614501476287842,-0.4973464012145996,-0.26913076639175415,-0.050509463995695114,0.9692538976669312,0.023447133600711823,-0.29145413637161255,0.43348419666290283,0.6871249079704285,-0.5465378165245056,-0.27430763840675354,-0.03520549461245537,0.9593448638916016,0.04997730627655983,-0.29974907636642456,0.45164424180984497,0.6863750219345093,-0.5552944540977478,-0.2766748070716858,-0.01895388960838318,0.9588349461555481,0.026284443214535713,-0.33475714921951294,0.45066699385643005,0.6895555257797241,-0.5008337497711182,-0.2560839354991913,-0.04050600528717041,0.9295104742050171,-0.0024082488380372524,-0.3082258105278015,0.43242183327674866,0.6905682682991028,-0.0559500977396965,0.0037540593184530735,-0.027336103841662407,0.9999790787696838,0.057271599769592285,-0.00919677410274744,0.025964077562093735,0.999954879283905,-0.0630076602101326,0.42153555154800415,-0.06661432236433029,0.9547483325004578,0.044794343411922455,0.3243868052959442,0.0527460016310215,0.7639173865318298,0.03365163877606392,0.7648094296455383,-0.06356329470872879,0.9626684784889221,-0.07923243194818497,0.669203519821167,0.11410974711179733,0.8722376823425293,0.02527228370308876,0.8075559735298157,-0.05563284829258919,0.9416838884353638,-0.10137427598237991,0.6990816593170166,0.08508694916963577,0.8703151941299438,0.016137439757585526,0.8676936030387878,-0.014067258685827255,0.9276642203330994,-0.13472917675971985,0.735316276550293,0.12005290389060974,0.8644891977310181
9,0.3,0.018577704206109047,-0.6259914636611938,0.19310365617275238,0.999026894569397,-0.014522958546876907,-0.6333662271499634,0.16637274622917175,0.9990162253379822,-0.014356547966599464,-0.6355626583099365,0.17556120455265045,0.9991621375083923,-0.012002827599644661,-0.6353732943534851,0.17498034238815308,0.9994526505470276,0.04147361218929291,-0.6456653475761414,0.1409984827041626,0.9987962245941162,0.04678219556808472,-0.6439035534858704,0.13069650530815125,0.998755931854248,0.05328747257590294,-0.6339462995529175,0.15009300410747528,0.998823881149292,-0.07829278707504272,-0.5774497985839844,0.07281700521707535,0.9997808337211609,0.07251966744661331,-0.5248798131942749,0.041583623737096786,0.9981092810630798,-0.006822253577411175,-0.5970232486724854,0.18493367731571198,0.9987703561782837,0.04763529822230339,-0.5592389106750488,0.14412492513656616,0.9977522492408752,-0.1799180656671524,-0.421991765499115,0.07133905589580536,0.9999640583992004,0.15746721625328064,-0.4813558757305145,0.14629390835762024,0.9994840621948242,-0.31253039836883545,-0.3231152594089508,0.15662315487861633,0.9792697429656982,0.3052050471305847,-0.3216550946235657,0.21886411309242249,0.6558733582496643,-0.32725030183792114,-0.30223023891448975,0.4356699287891388,0.8959775567054749,0.1963934302330017,-0.3302423059940338,0.3201921284198761,0.6221467852592468,-0.3452969789505005,-0.30596932768821716,0.49093201756477356,0.8819791674613953,0.21944482624530792,-0.33724018931388855,0.3274877667427063,0.6213913559913635,-0.3289678394794464,-0.31059354543685913,0.4901653826236725,0.8809083700180054,0.18512387573719025,-0.37709763646125793,0.32874053716659546,0.6241399645805359,-0.3084252178668976,-0.2886689305305481,0.44562220573425293,0.8519582152366638,0.1684156209230423,-0.3466687500476837,0.3205989599227905,0.6248800158500671,-0.0667736679315567,0.012277442030608654,0.02922070398926735,0.9999790787696838,0.06831805408000946,-0.020075256004929543,-0.030541107058525085,0.9999536871910095,-0.039606623351573944,0.4194605350494385,0.03359470143914223,0.9527026414871216,0.20700743794441223,0.2101782113313675,-0.06053910776972771,0.782774806022644,0.018634343519806862,0.7630950808525085,-0.05747314915060997,0.9612267017364502,-0.043100085109472275,0.5071508884429932,-0.030133236199617386,0.8763590455055237,0.0007931701838970184,0.8054991364479065,-0.04831759259104729,0.9431350827217102,-0.09194301068782806,0.533483624458313,-0.058769531548023224,0.872795581817627,-0.0030396271031349897,0.8687469363212585,0.0340939536690712,0.912888765335083,-0.06502966582775116,0.6126328706741333,0.010720602236688137,0.8478497266769409
