frame,timestamp_sec,detected,used_roi,mean_visibility,n_low_visibility_landmarks
0,0.0,True,False,0.8542758491680478,5
1,0.03333333333333333,True,True,0.796200324527242,6
2,0.06666666666666667,True,True,0.800077921005361,5
3,0.1,True,True,0.7905869102952156,5
4,0.13333333333333333,True,True,0.783802758450761,5
5,0.16666666666666666,True,True,0.7687839342450554,6
6,0.2,True,True,0.7700214115902781,6
7,0.23333333333333334,True,True,0.7765348584983837,5
8,0.26666666666666666,True,True,0.7795091023612203,5
9,0.3,False,True,0.0,33
10,0.3333333333333333,True,True,0.7979862066832456,5
11,0.36666666666666664,True,True,0.8112568349549265,5
12,0.4,True,True,0.8166960315270857,5
13,0.43333333333333335,True,True,0.8207668797536329,5
14,0.4666666666666667,True,True,0.8217885756131375,6
15,0.5,True,True,0.8041578431924185,9
16,0.5333333333333333,True,True,0.7852500939007961,10
17,0.5666666666666667,True,True,0.7769665248466261,10
18,0.6,True,True,0.7671540424679265,10
19,0.6333333333333333,True,True,0.737066983273535,10
20,0.6666666666666666,True,True,0.7218687227278044,10
21,0.7,True,True,0.7006750815745556,10
22,0.7333333333333333,True,True,0.6475289725896084,10
23,0.7666666666666666,True,True,0.6044602890809377,10
24,0.8,True,True,0.6314262969024254,10
25,0.8333333333333334,True,True,0.6490408809799136,10
26,0.8666666666666667,True,True,0.653983984932755,10
27,0.9,True,True,0.639605420105385,10
28,0.9333333333333333,False,True,0.0,33
29,0.9666666666666667,True,True,0.6466010104526173,10
30,1.0,True,True,0.6734067364172502,10
31,1.0333333333333332,True,True,0.6718570734515334,10
32,1.0666666666666667,True,True,0.6738174837647062,10
33,1.1,True,True,0.7064180581858663,9
34,1.1333333333333333,True,True,0.6918676974195422,10
35,1.1666666666666667,False,True,0.0,33
36,1.2,True,True,0.7155708228096818,10
37,1.2333333333333334,True,True,0.7416852414608002,6
38,1.2666666666666666,True,True,0.7518674315828265,5
39,1.3,True,True,0.754606674114863,5
40,1.3333333333333333,True,True,0.7679495540532199,5
41,1.3666666666666667,True,True,0.7724678426077871,5
42,1.4,True,True,0.7521149362578536,5
43,1.4333333333333333,True,True,0.7229165768984592,9
44,1.4666666666666666,True,True,0.7291719470963334,5
45,1.5,False,True,0.0,33
46,1.5333333333333332,True,True,0.7318070901162697,7
47,1.5666666666666667,True,True,0.7287743190924326,10
48,1.6,True,True,0.733466321771795,10
49,1.6333333333333333,True,True,0.7247679314830087,10
50,1.6666666666666667,True,True,0.7409348885218302,10
51,1.7,True,True,0.750261846816901,10
52,1.7333333333333334,True,True,0.7471462072748126,10
53,1.7666666666666666,True,True,0.7485595715768409,7
54,1.8,True,True,0.7548628783587253,6
55,1.8333333333333333,True,True,0.7564028239611423,5
56,1.8666666666666667,True,True,0.7729833153161135,5
57,1.9,True,True,0.7590683048421686,5
58,1.9333333333333333,True,True,0.7567165340438033,5
59,1.9666666666666666,True,True,0.7414306221586285,5
60,2.0,True,True,0.7308982430082379,6
61,2.033333333333333,True,True,0.7372942648150704,6
62,2.0666666666666664,True,True,0.6985366303812374,10
63,2.1,True,True,0.7278062972155485,6
64,2.1333333333333333,True,True,0.6960863543279243,10
65,2.1666666666666665,True,True,0.6748398939768473,12
66,2.2,True,True,0.6703322069211439,12
67,2.2333333333333334,True,True,0.6843668673977708,11
68,2.2666666666666666,True,True,0.6781525977633216,10
69,2.3,True,True,0.6932940424391718,7
70,2.3333333333333335,True,True,0.6874763523087357,9
71,2.3666666666666667,True,True,0.6973404306353945,6
72,2.4,True,True,0.7033897060336489,6
73,2.433333333333333,True,True,0.7023135324319204,8
74,2.466666666666667,True,True,0.6961541577722087,8
75,2.5,True,True,0.6858395861856865,8
76,2.533333333333333,True,True,0.674926777680715,9
77,2.5666666666666664,True,True,0.6607633653012189,12
78,2.6,True,True,0.6878470214027347,9
79,2.6333333333333333,True,True,0.6917299090912847,9
80,2.6666666666666665,True,True,0.6769642834410523,13
81,2.7,False,True,0.0,33
82,2.7333333333333334,True,True,0.7019366698734688,8
83,2.7666666666666666,True,True,0.7266836292815931,6
84,2.8,True,True,0.7401946557290626,5
85,2.8333333333333335,True,True,0.74234569885514,5
86,2.8666666666666667,True,True,0.730420037652507,7
87,2.9,True,True,0.7178473147478971,9
88,2.933333333333333,True,True,0.6956353029518416,9
89,2.966666666666667,False,True,0.0,33
90,3.0,True,True,0.6871949718757109,9
91,3.033333333333333,True,True,0.697771918593031,8
92,3.0666666666666664,True,True,0.7096430930224332,7
93,3.1,True,True,0.7126267913616064,8
94,3.1333333333333333,True,True,0.6995752164811799,8
95,3.1666666666666665,True,True,0.6867398849942468,8
96,3.2,True,True,0.6689393497777708,11
97,3.2333333333333334,True,True,0.6622517984924894,11
98,3.2666666666666666,True,True,0.6823778211167364,9
99,3.3,True,True,0.6919157857244665,9
100,3.3333333333333335,True,True,0.6782576188896642,10
101,3.3666666666666667,True,True,0.6738684150305662,14
102,3.4,True,True,0.6480892657330541,14
103,3.433333333333333,False,True,0.0,33
104,3.466666666666667,True,True,0.6792950273463221,12
105,3.5,True,True,0.7090184842095231,8
106,3.533333333333333,True,True,0.7049596273537838,9
107,3.5666666666666664,True,True,0.6823613508181139,10
108,3.6,True,True,0.6746216466029485,14
109,3.6333333333333333,True,True,0.6697864338304057,14
110,3.6666666666666665,True,True,0.6599286514701266,14
111,3.6999999999999997,False,True,0.0,33
112,3.7333333333333334,True,True,0.6639939799453273,13
113,3.7666666666666666,True,True,0.6775864367232178,13
114,3.8,True,True,0.6855379966172305,8
115,3.8333333333333335,True,True,0.6853964407787179,9
116,3.8666666666666667,True,True,0.6772266655708804,9
117,3.9,True,True,0.6749775486462044,9
118,3.933333333333333,True,True,0.6762535879106233,9
119,3.966666666666667,True,True,0.6816980387225295,9
120,4.0,True,True,0.6869196119633588,9
121,4.033333333333333,True,True,0.6823539982239405,9
122,4.066666666666666,True,True,0.667972923228235,12
123,4.1,True,True,0.6479213707374804,14
124,4.133333333333333,True,True,0.6820382764845183,12
125,4.166666666666667,True,True,0.7032758792241415,8
126,4.2,False,True,0.0,33
127,4.233333333333333,True,True,0.6866096610372717,10
128,4.266666666666667,True,True,0.6842109281005282,10
129,4.3,True,True,0.6916442883737159,14
130,4.333333333333333,True,True,0.7019520979939085,13
131,4.366666666666666,True,True,0.6944051339770808,13
132,4.4,True,True,0.6747075206402576,13
133,4.433333333333334,False,True,0.0,33
134,4.466666666666667,True,True,0.6676520741347111,14
135,4.5,True,True,0.6744619192499103,14
136,4.533333333333333,True,True,0.6814685549699899,11
137,4.566666666666666,True,True,0.6709179973060434,10
138,4.6,True,True,0.6798877562537338,9
139,4.633333333333333,True,True,0.6747918372804468,14
140,4.666666666666667,True,True,0.6861310519955375,9
141,4.7,True,True,0.7087139451142513,9
142,4.733333333333333,True,True,0.7240939212567878,9
143,4.766666666666667,True,True,0.7254573368664944,7
144,4.8,True,True,0.7114653063542915,8
145,4.833333333333333,True,True,0.7041610542571906,9
146,4.866666666666666,True,True,0.7046790258450941,12
147,4.9,False,True,0.0,33
148,4.933333333333334,True,True,0.6836864117420081,14
149,4.966666666666667,True,True,0.6362402565551527,15
150,5.0,True,True,0.6066882650960576,18
151,5.033333333333333,True,True,0.5946657924037991,18
152,5.066666666666666,True,True,0.5657879380565701,18
153,5.1,True,True,0.5866057660543558,18
154,5.133333333333333,True,True,0.5922338131702307,16
155,5.166666666666667,True,True,0.590166738539031,16
156,5.2,True,True,0.5537621351805601,18
157,5.233333333333333,True,True,0.5574324009093371,16
158,5.266666666666667,True,True,0.5671538511912028,15
159,5.3,True,True,0.5725779397921129,16
160,5.333333333333333,True,True,0.6114794259721582,14
161,5.366666666666666,True,True,0.5887590339689543,14
162,5.4,True,True,0.5840146789948145,16
163,5.433333333333334,True,True,0.6190533005830013,13
164,5.466666666666667,True,True,0.6418426569664117,12
165,5.5,True,True,0.6659716223225449,9
166,5.533333333333333,True,True,0.6830204273715164,8
167,5.566666666666666,True,True,0.697198803226153,5
168,5.6,True,True,0.7094021033157002,5
169,5.633333333333333,True,True,0.7142431555372296,7
170,5.666666666666667,True,True,0.7158139104192908,8
171,5.7,True,True,0.7244799380952661,5
172,5.733333333333333,True,True,0.7206245173107494,4
173,5.766666666666667,True,True,0.7240217445474683,5
174,5.8,True,True,0.7379049423969153,3
175,5.833333333333333,True,True,0.7153887513912085,3
176,5.866666666666666,True,True,0.7261508856758927,3
177,5.9,True,True,0.7096629413691434,7
178,5.933333333333334,True,True,0.6899513548070734,12
179,5.966666666666667,True,True,0.6682320164911675,16
180,6.0,True,True,0.667966320659175,16
181,6.033333333333333,True,True,0.6500910118673787,16
182,6.066666666666666,True,True,0.6683213114738464,15
183,6.1,True,True,0.6905815754875992,12
184,6.133333333333333,True,True,0.7064581414063772,6
185,6.166666666666667,True,True,0.7215622537063829,5
186,6.2,True,True,0.734693861820481,5
187,6.233333333333333,True,True,0.7577920303200231,5
188,6.266666666666667,True,True,0.75044026519313,5
189,6.3,True,True,0.722018815351255,5
190,6.333333333333333,True,True,0.6930112179481622,9
191,6.366666666666666,True,True,0.6945049130555355,11
192,6.4,True,True,0.6703995005650953,18
193,6.433333333333334,True,True,0.6352273876016791,18
194,6.466666666666667,True,True,0.621707452066017,18
195,6.5,True,True,0.6130821126880068,18
196,6.533333333333333,True,True,0.6111494907827089,18
197,6.566666666666666,True,True,0.6135141108975266,18
198,6.6,True,True,0.6040539727969603,18
199,6.633333333333333,True,True,0.6178765667207313,18
200,6.666666666666667,True,True,0.6559034342115576,17
201,6.7,True,True,0.6882876528031898,12
202,6.733333333333333,True,True,0.7187576853867733,10
203,6.766666666666667,True,True,0.7337699342857708,5
204,6.8,True,True,0.7444995172096022,5
205,6.833333333333333,True,True,0.7556375978570996,5
206,6.866666666666666,True,True,0.7439019761302255,5
207,6.8999999999999995,True,True,0.752609493154468,5
208,6.933333333333334,True,True,0.76312286474488,5
209,6.966666666666667,True,True,0.7564844778089812,5
210,7.0,True,True,0.7590758303801218,5
211,7.033333333333333,True,True,0.7553684160564885,5
212,7.066666666666666,True,True,0.719087237661535,6
213,7.1,False,True,0.0,33
214,7.133333333333333,True,True,0.737942046288288,5
215,7.166666666666667,True,True,0.7446555576541207,5
216,7.2,True,True,0.7571593920389811,0
217,7.233333333333333,True,True,0.7698040640715397,1
218,7.266666666666667,True,True,0.7912954471328042,0
219,7.3,True,True,0.8078395760420597,0
220,7.333333333333333,True,True,0.82299599683646,0
221,7.366666666666666,True,True,0.8114510305000074,0
222,7.3999999999999995,True,True,0.7681063485868049,0
223,7.433333333333334,False,True,0.0,33
224,7.466666666666667,True,True,0.7685322020993088,0
225,7.5,True,True,0.7731082782600865,5
226,7.533333333333333,True,True,0.7833723200090004,5
227,7.566666666666666,True,True,0.7964800460772081,5
228,7.6,True,True,0.7893368574705991,2
229,7.633333333333333,True,True,0.7958295038252166,0
230,7.666666666666667,True,True,0.7859554128213362,0
231,7.7,True,True,0.7846822305159136,1
232,7.733333333333333,False,True,0.0,33
233,7.766666666666667,True,True,0.7688829067981604,1
234,7.8,True,True,0.7756993878971447,0
235,7.833333333333333,True,True,0.789344953768181,0
236,7.866666666666666,True,True,0.8020602573047985,0
237,7.8999999999999995,True,True,0.8099297944343451,1
238,7.933333333333334,True,True,0.8222683641043577,1
239,7.966666666666667,True,True,0.8389856345725782,0
240,8.0,True,True,0.8305999871456262,0
241,8.033333333333333,True,True,0.8447424895835646,0
242,8.066666666666666,True,True,0.8110081174156882,0
243,8.1,False,True,0.0,33
244,8.133333333333333,True,True,0.8042949925769459,0
245,8.166666666666666,True,True,0.799269923658082,0
246,8.2,True,True,0.802983719291109,1
247,8.233333333333333,True,True,0.8093510351397775,5
248,8.266666666666666,True,True,0.823599613977201,4
249,8.3,True,True,0.8333259098457567,0
250,8.333333333333334,True,True,0.8059893936821909,4
251,8.366666666666667,True,True,0.8189503731149615,0
252,8.4,True,True,0.8263431335940505,0
253,8.433333333333334,True,True,0.803098738193512,0
