frame,timestamp_sec,detected,used_roi,mean_visibility,n_low_visibility_landmarks
0,0.0,True,False,0.8588623028587211,5
1,0.03333333333333333,True,True,0.840895716947588,5
2,0.06666666666666667,True,True,0.8380595728416335,5
3,0.1,True,True,0.8480826302459745,5
4,0.13333333333333333,True,True,0.8618824472933104,5
5,0.16666666666666666,True,True,0.8745874627069994,5
6,0.2,True,True,0.884231397599885,5
7,0.23333333333333334,True,True,0.8924552427999901,5
8,0.26666666666666666,True,True,0.8772190601536722,5
9,0.3,True,True,0.8624819643569716,5
10,0.3333333333333333,True,True,0.8704917792117957,0
11,0.36666666666666664,True,True,0.8810541774287368,0
12,0.4,True,True,0.8912722648996295,0
13,0.43333333333333335,True,True,0.8990194002787272,0
14,0.4666666666666667,True,True,0.9013239958069541,0
15,0.5,True,True,0.9078158880725051,0
16,0.5333333333333333,True,True,0.8919045329093933,0
17,0.5666666666666667,True,True,0.8662523247978904,0
18,0.6,True,True,0.8515586112484788,0
19,0.6333333333333333,True,True,0.8352524168563612,0
20,0.6666666666666666,True,True,0.8329676082639983,0
21,0.7,True,True,0.8012826876206831,2
22,0.7333333333333333,True,True,0.7771058976650238,6
23,0.7666666666666666,False,True,0.0,33
24,0.8,True,True,0.7773625724243395,6
25,0.8333333333333334,True,True,0.7885352192503033,3
26,0.8666666666666667,True,True,0.7957282156655283,0
27,0.9,True,True,0.8112081217043328,0
28,0.9333333333333333,True,True,0.8105514284336206,0
29,0.9666666666666667,True,True,0.7942148609594866,0
30,1.0,True,True,0.7644401734525507,9
31,1.0333333333333332,True,True,0.7673924800121423,6
32,1.0666666666666667,False,True,0.0,33
33,1.1,True,True,0.7602086699370182,10
34,1.1333333333333333,True,True,0.7431384406306527,10
35,1.1666666666666667,True,True,0.7415105772740913,10
36,1.2,True,True,0.7439090636643496,10
37,1.2333333333333334,True,True,0.733423369400429,10
38,1.2666666666666666,True,True,0.7414892966097052,10
39,1.3,False,True,0.0,33
40,1.3333333333333333,True,True,0.743230330673131,10
41,1.3666666666666667,True,True,0.7520728675705014,7
42,1.4,True,True,0.7612422307332357,5
43,1.4333333333333333,True,True,0.767570820721713,5
44,1.4666666666666666,True,True,0.7752007887218938,5
45,1.5,True,True,0.7522690187801014,5
46,1.5333333333333332,True,True,0.7464547225020148,5
47,1.5666666666666667,True,True,0.7434803073604902,5
48,1.6,True,True,0.7293106599739103,5
49,1.6333333333333333,True,True,0.7176260605002894,5
50,1.6666666666666667,True,True,0.7261746421907888,5
51,1.7,True,True,0.7323936964526321,6
52,1.7333333333333334,False,True,0.0,33
53,1.7666666666666666,True,True,0.7392417598854412,5
54,1.8,True,True,0.7564514893474001,5
55,1.8333333333333333,True,True,0.7743229206764337,5
56,1.8666666666666667,True,True,0.792977332165747,1
57,1.9,True,True,0.7687456923903841,4
58,1.9333333333333333,True,True,0.768168697754542,2
59,1.9666666666666666,True,True,0.7671405709151066,5
60,2.0,False,True,0.0,33
61,2.033333333333333,True,True,0.7617016019243182,5
62,2.0666666666666664,True,True,0.778054315032381,5
63,2.1,True,True,0.7953066843928713,2
64,2.1333333333333333,True,True,0.8083647191524506,1
65,2.1666666666666665,True,True,0.820143309506503,1
66,2.2,True,True,0.837991939349608,1
67,2.2333333333333334,True,True,0.8536235780426951,0
68,2.2666666666666666,True,True,0.8637167143099236,0
69,2.3,True,True,0.8637007854201577,0
70,2.3333333333333335,True,True,0.8708595796064897,0
71,2.3666666666666667,True,True,0.8412296826189215,0
72,2.4,False,True,0.0,33
73,2.433333333333333,True,True,0.8403189543521765,0
74,2.466666666666667,True,True,0.8377115220734568,0
75,2.5,True,True,0.844026607094389,0
76,2.533333333333333,True,True,0.8463135379733462,0
