frame,timestamp_sec,x_0,y_0,z_0,vis_0,x_1,y_1,z_1,vis_1,x_2,y_2,z_2,vis_2,x_3,y_3,z_3,vis_3,x_4,y_4,z_4,vis_4,x_5,y_5,z_5,vis_5,x_6,y_6,z_6,vis_6,x_7,y_7,z_7,vis_7,x_8,y_8,z_8,vis_8,x_9,y_9,z_9,vis_9,x_10,y_10,z_10,vis_10,x_11,y_11,z_11,vis_11,x_12,y_12,z_12,vis_12,x_13,y_13,z_13,vis_13,x_14,y_14,z_14,vis_14,x_15,y_15,z_15,vis_15,x_16,y_16,z_16,vis_16,x_17,y_17,z_17,vis_17,x_18,y_18,z_18,vis_18,x_19,y_19,z_19,vis_19,x_20,y_20,z_20,vis_20,x_21,y_21,z_21,vis_21,x_22,y_22,z_22,vis_22,x_23,y_23,z_23,vis_23,x_24,y_24,z_24,vis_24,x_25,y_25,z_25,vis_25,x_26,y_26,z_26,vis_26,x_27,y_27,z_27,vis_27,x_28,y_28,z_28,vis_28,x_29,y_29,z_29,vis_29,x_30,y_30,z_30,vis_30,x_31,y_31,z_31,vis_31,x_32,y_32,z_32,vis_32
0,0.0,0.4904489815235138,0.36837998032569885,0.3960270583629608,0.9999473094940186,0.4886767566204071,0.35833823680877686,0.3887318968772888,0.9999803304672241,0.48717978596687317,0.35993492603302,0.3885820508003235,0.999970555305481,0.4857333302497864,0.3613007068634033,0.38856416940689087,0.9999805688858032,0.493920236825943,0.3539866805076599,0.3980083465576172,0.9999946355819702,0.4966990053653717,0.3525819182395935,0.3978177011013031,0.9999939203262329,0.49955445528030396,0.3515692949295044,0.39783135056495667,0.9999959468841553,0.4873713552951813,0.3645040988922119,0.32199230790138245,0.9999740123748779,0.5045767426490784,0.3565925359725952,0.3652496039867401,0.9999792575836182,0.49051302671432495,0.38484248518943787,0.3733496367931366,0.9998915195465088,0.49627944827079773,0.38085031509399414,0.3842250406742096,0.99992835521698,0.46156996488571167,0.4249154329299927,0.20660795271396637,0.999990701675415,0.5474229454994202,0.4091333746910095,0.30029943585395813,0.9999686479568481,0.3867531418800354,0.4088590741157532,0.1471605747938156,0.8706326484680176,0.6198433041572571,0.4174003005027771,0.27254197001457214,0.03671082481741905,0.32296550273895264,0.38841697573661804,0.14505454897880554,0.9423919916152954,0.6853376030921936,0.41601601243019104,0.267923504114151,0.1941317617893219,0.30429738759994507,0.3821631669998169,0.1320071816444397,0.9448407292366028,0.699897825717926,0.4235104024410248,0.2672860026359558,0.2457440048456192,0.30263814330101013,0.3753196895122528,0.14443890750408173,0.9355008602142334,0.7033928036689758,0.4251653552055359,0.2580619752407074,0.22542910277843475,0.3088330924510956,0.37751200795173645,0.15113410353660583,0.8995286226272583,0.695699155330658,0.4275943636894226,0.2633818984031677,0.1914232224225998,0.5672056078910828,0.5304809808731079,-0.025504516437649727,0.9999988079071045,0.598707377910614,0.4893425405025482,0.024813678115606308,0.9999978542327881,0.6152406334877014,0.713229775428772,-0.09434984624385834,0.9939528107643127,0.6528144478797913,0.39008697867393494,-0.026447424665093422,0.9509173631668091,0.6186317801475525,0.9103252291679382,-0.30622515082359314,0.990726113319397,0.7321428656578064,0.2966158092021942,-0.24165745079517365,0.8822333216667175,0.6330897808074951,0.9469249248504639,-0.32831960916519165,0.9970259070396423,0.7351396083831787,0.2972097396850586,-0.2615596055984497,0.9868630170822144,0.5722641348838806,0.9717462658882141,-0.406220406293869,0.9836723208427429,0.7694123387336731,0.2763843834400177,-0.30658191442489624,0.9197859764099121
1,0.03333333333333333,0.4757603591657452,0.3704934771016486,0.3898280968203238,0.9954025745391846,0.4743852543636506,0.3604979195312649,0.3808783107917819,0.9882904291152954,0.47314633803510686,0.36196126998157063,0.38069041914981727,0.9919648170471191,0.4718960588393445,0.3633369480143226,0.3806527450343943,0.9891176819801331,0.4793207845139617,0.35589549538213006,0.3900066309561245,0.9937246441841125,0.4820784575525973,0.35413731984584584,0.38977836272119065,0.9969106316566467,0.48487450285836375,0.3527820138238915,0.3897709551142546,0.9954857230186462,0.47471642259809704,0.3664573266306182,0.31154145700255037,0.9981188178062439,0.49110935920902266,0.35668154227203397,0.35397723147778276,0.9962949156761169,0.47644604527615314,0.385948416202389,0.3666346979632767,0.993608832359314,0.48172639018570407,0.3816717056231605,0.3771208187640021,0.9950443506240845,0.4566680459819751,0.42572499163309513,0.1954961957181174,0.9999927282333374,0.5354518664012,0.4062141620453349,0.30327844196217596,0.999946117401123,0.38479540213456925,0.4092015019721636,0.15931260720526053,0.9579676985740662,0.6051662104373379,0.414990027250285,0.2839062728781211,0.08905906975269318,0.32479543154001467,0.38933902949341853,0.1954353995063594,0.7047474980354309,0.6661210095973893,0.41739602339848647,0.2826988351568018,0.019556643441319466,0.3073208678282036,0.3831132971284119,0.18797897909803377,0.603757917881012,0.6799650116799855,0.4226084198559341,0.28479034770966744,0.02483524940907955,0.30613845332584544,0.375659925809291,0.1993899498659457,0.5550269484519958,0.6821635054835374,0.4273001419966146,0.2757125319282617,0.022659456357359886,0.3119741266557063,0.37766377672461604,0.20177612353750707,0.49437999725341797,0.6747336731095813,0.4296646999741549,0.27817345915768715,0.022195516154170036,0.5728014554041132,0.5173458996117833,-0.034630537849488566,0.9999986886978149,0.5994109067024739,0.49099274549172656,0.03402017233036978,0.9999979734420776,0.632948883635599,0.6440537967024036,-0.09716974044471625,0.9993232488632202,0.6419066600654099,0.4545876845210304,-0.02653225851782507,0.9866088032722473,0.6401085465228991,0.7819430000702187,-0.2340156936383709,0.9746910333633423,0.7033130253659454,0.4255765097170394,-0.21172194965358299,0.9943946599960327,0.650434760991061,0.8078811650404716,-0.24798891318367342,0.9730614423751831,0.7089428892008676,0.43491152637553143,-0.22922340439292901,0.9921851754188538,0.6083945488301359,0.8249606609716584,-0.31274739477923524,0.9400560259819031,0.7253487856107879,0.4232758524962479,-0.27747340104499907,0.9862053990364075
2,0.06666666666666667,0.46558334512592037,0.3735972659600259,0.355295568680943,0.9957839250564575,0.4639681448839715,0.36322284017758627,0.3437087526464119,0.9894375801086426,0.4629575500741111,0.36437616510199416,0.34350644095732613,0.9927510619163513,0.4618826299072165,0.36555587743868284,0.3434832471725627,0.9901924729347229,0.46835545185093747,0.35885540343408595,0.35654923587634535,0.9943329691886902,0.47087087631534924,0.3568746969339226,0.35629655676638167,0.9972020387649536,0.4733772813772154,0.35527306091686756,0.3562981369549352,0.9959185123443604,0.4651503264080221,0.36823763135293053,0.27118111765889147,0.9983000159263611,0.480039022584847,0.3574313341951889,0.3302489078978716,0.9966307282447815,0.4672132529089964,0.3879711973823166,0.33189945269715315,0.9941816926002502,0.47175156863704615,0.38399432066551853,0.34708575837493555,0.9954230785369873,0.45638269026799594,0.4271299909129692,0.15463618629546638,0.9999881386756897,0.5262079948841768,0.4042509005451562,0.301886561343929,0.9997068643569946,0.40078895979128715,0.4211024165650212,0.08684544897736038,0.9497424960136414,0.5871106076825883,0.41801820355286606,0.30457501704996587,0.08026710152626038,0.3410662061269349,0.3926474923427328,0.08427747631238754,0.7276407480239868,0.6276995680654289,0.42020828308755803,0.3298239354608202,0.017739737406373024,0.32351086958619146,0.3857088395968982,0.06863187712600197,0.6398218274116516,0.6360534845170203,0.4229761937065444,0.33758286972228907,0.022625111043453217,0.3234339855024376,0.37830619392737386,0.08221466156144344,0.5956677198410034,0.6365932520622541,0.4302113562165914,0.32481973477368575,0.02067723125219345,0.3299126816723222,0.3809830324949611,0.09038252789226638,0.5389533638954163,0.6311437439621806,0.43345527121745453,0.32381614440055567,0.020297382026910782,0.5779405756524196,0.514916453987956,-0.04506682527876465,0.9999982714653015,0.6033178416797461,0.48257757584388017,0.04447014634792516,0.9999968409538269,0.6245590423838907,0.6576670837698564,-0.09079551218554298,0.998379647731781,0.6542273095838553,0.4378207652831324,0.000719287075193472,0.984725832939148,0.6268988832252135,0.813686828892588,-0.20595273274317727,0.9762694835662842,0.7033433818644175,0.39411150629399583,-0.13110574860693575,0.993483304977417,0.6379408777187616,0.8438086234264153,-0.21811199023357886,0.9748745560646057,0.7054710209648847,0.3984758551229907,-0.14222681679066856,0.9921983480453491,0.5915054672237477,0.86161635092097,-0.2821050263451865,0.9446483254432678,0.7254980804510179,0.38797355650550885,-0.18349788929742733,0.9847149848937988
3,0.1,0.4588169671356368,0.3804786994889834,0.30524340787089804,0.9954259395599365,0.4582411287863739,0.36802308125613536,0.29078420650125775,0.9896365404129028,0.4577020103604821,0.36887113195496835,0.2905522339238155,0.9924766421318054,0.4570862640846076,0.3697698889653307,0.29053992832154385,0.9905728697776794,0.4618672323289409,0.36407031333520995,0.3098672533543773,0.9940757155418396,0.4642344795508636,0.36211575798655155,0.3095789086345798,0.9966843724250793,0.4665816514962727,0.3604661131186695,0.309591922167546,0.995762825012207,0.4617812098398561,0.37129827800827175,0.21613214608817521,0.9981902241706848,0.4739288052129007,0.36146475032148817,0.3033586501586017,0.9962071776390076,0.4615033426456231,0.3952748769539386,0.2815928307220565,0.9941844940185547,0.4651910361057635,0.39180998511805043,0.30468597696243327,0.9950811862945557,0.4612898887393528,0.42967128863768256,0.09492980449685451,0.9999583959579468,0.5183115430007555,0.40634453949108496,0.3043295222311798,0.9994698762893677,0.42235872512575756,0.4276429460065162,-0.03301030912125892,0.9092205762863159,0.5698095934332155,0.4074328308487255,0.34946492781154814,0.07234654575586319,0.3754139912972183,0.3952366631759825,-0.10410663649156365,0.7107948660850525,0.5952127698525395,0.41642423782335514,0.41907804641673535,0.016217036172747612,0.35852317283142127,0.38774816852208854,-0.13351653332121802,0.6420251727104187,0.6005375149069409,0.41399498491335174,0.4357707873530916,0.020949523895978928,0.358721126902283,0.38025623342919185,-0.11770197890216787,0.5986166000366211,0.6009120201424575,0.42255874663466275,0.41943205147857476,0.019173236563801765,0.3662775921472974,0.3836055192733575,-0.09904160211851729,0.5336659550666809,0.5969580460664765,0.4270982386297783,0.41216750192101514,0.018896182999014854,0.5835330135832506,0.5060038915983134,-0.05991234800501442,0.9999952912330627,0.6052678512395574,0.477404118285093,0.059337134363070414,0.9999939799308777,0.6292329002801735,0.6560352021781614,-0.09370485335082335,0.9855678081512451,0.6515742860004154,0.45634166234288953,0.022625394564885905,0.9294546842575073,0.6349230406243067,0.7836069119876609,-0.14083109773754643,0.9396555423736572,0.6866913997427455,0.46783477184408107,-0.07984547656675381,0.969622015953064,0.644038012429626,0.8045893077908675,-0.14496876572616194,0.9383857846260071,0.6885030765901617,0.48126299109979276,-0.08875020076894477,0.9702311158180237,0.6071756741220654,0.8560519975881853,-0.20156367900476285,0.9111668467521667,0.699723029351139,0.4794483093539082,-0.13177343238138026,0.9656630158424377
4,0.13333333333333333,0.44978576348413657,0.3854989622778672,0.29239864951317984,0.995844841003418,0.45018257372598086,0.3722035788086923,0.2770174544197135,0.9906243681907654,0.4499322230474698,0.3727348946553589,0.27676380673465495,0.9931706786155701,0.44963582750348885,0.37332370383569,0.27673895730529396,0.9914888739585876,0.4531366338269554,0.3686443598996812,0.3036698730220588,0.9946213960647583,0.45525160783146984,0.36665862511978226,0.3033622752737328,0.9969603419303894,0.45744049822200206,0.36487230820589023,0.3034117307580537,0.9961387515068054,0.455900199914815,0.3747875624676763,0.19920008665320235,0.9983659386634827,0.4659677995046373,0.3659054085748749,0.31903402219703336,0.9965322613716125,0.45297857008129294,0.39996779143512884,0.2671195210246315,0.994752824306488,0.45607592146913173,0.3972077147249515,0.3001991662501819,0.9955487251281738,0.4649699508373884,0.433322399001851,0.06125610591252386,0.9999615550041199,0.5099567619069906,0.4109070921307941,0.33953133880130837,0.9994871616363525,0.44256998034871087,0.43694306733605803,-0.1344922922062525,0.9043214321136475,0.5542419546340975,0.4080556736865304,0.42860864936480314,0.0651240348815918,0.4108866468124061,0.40332857235461356,-0.2713113544837183,0.7231190800666809,0.5753031136430854,0.41445090995722894,0.5533586423213135,0.014598263427615166,0.39858168370091124,0.39680661618118646,-0.3126812598384917,0.6632194519042969,0.5797337931719764,0.4099974067403983,0.5830057754552056,0.018861664459109306,0.3987872123860324,0.39090083278884336,-0.29746177389474215,0.6221835017204285,0.5797327854352582,0.4187564625049713,0.5676327441239056,0.017262056469917297,0.40338678631867625,0.39380677486984633,-0.26819259483264635,0.5480226874351501,0.5761159977183097,0.4244514891734552,0.5479824315205164,0.017014935612678528,0.5850725284506995,0.504706258487843,-0.07632041754717916,0.9999954104423523,0.6015229495423209,0.48136911277956485,0.07585310513959397,0.9999942779541016,0.6393118976896401,0.6028359822675883,-0.12563659378080932,0.9857838749885559,0.6434480163130358,0.48206083297298297,0.002068009387685199,0.922575056552887,0.6321548553791376,0.712992824312153,-0.07808560395011144,0.8701644539833069,0.6656412791464285,0.5446491778778038,-0.08680724456489305,0.9423273205757141,0.6373463314226083,0.7319583150126966,-0.07101052853458079,0.8757585287094116,0.6677385705312718,0.5627459701610449,-0.0947123497745645,0.9439517855644226,0.6070247644413396,0.7760868009530187,-0.11184876898452858,0.8435158133506775,0.6702955512750439,0.5723497157559774,-0.13873213437149712,0.9441996812820435
5,0.16666666666666666,0.4391246348210255,0.39013348722224694,0.15200427491899932,0.996170163154602,0.43981259417762736,0.37622753853465773,0.13271858409651693,0.9914586544036865,0.439977065917335,0.37651485576259236,0.13240565033714313,0.9937068223953247,0.44014564682043256,0.3768645890977903,0.1323588816379085,0.9922567009925842,0.4421222209580118,0.37313853239282063,0.16468878644292417,0.9950810074806213,0.4441396964312705,0.3712410680704605,0.16431188789861054,0.9971880316734314,0.44630986825978125,0.3694674823152419,0.16431225914098985,0.9964779019355774,0.4486474325578472,0.37809758139349403,0.05779430703444295,0.9984850883483887,0.45689699398956823,0.37032855213725396,0.20205008979359118,0.9968005418777466,0.4435416411897134,0.40447934958666526,0.12896712293529428,0.995172917842865,0.4460311612025241,0.402319822320552,0.1689418336805516,0.9958761930465698,0.4702322275792495,0.43412155933213176,-0.04720974833791761,0.9999604821205139,0.5018920367021285,0.41535034417118183,0.25313337586276813,0.9995307922363281,0.46416510812661627,0.4368328699473725,-0.18310859135109092,0.8407458066940308,0.5506624433354328,0.40590101422478947,0.35664081931327984,0.05866937339305878,0.4402696005177693,0.4076453841478376,-0.2640372687547113,0.65223628282547,0.5732535060517805,0.4096472242625988,0.4669001589207338,0.013155304826796055,0.4327437630812641,0.40228065758253434,-0.3029114967396414,0.598564863204956,0.5789741898489625,0.40163658665030055,0.49188260572766995,0.017012573778629303,0.4315954911350768,0.3962808813829078,-0.28882420357407074,0.56131911277771,0.5782688623298251,0.4116047563122573,0.4729043750723947,0.015570328570902348,0.434487886128294,0.3984848355343522,-0.2606048582014139,0.4942634403705597,0.5749524780626057,0.41548390133982627,0.4597323075233953,0.015352606773376465,0.5880772861539838,0.49861755346338277,-0.08429982390120373,0.9999954104423523,0.5964329472795222,0.48737814139327085,0.08396815872465352,0.9999945759773254,0.6541681227992029,0.5433149547889526,-0.13284041462849636,0.9846928715705872,0.6273375654613592,0.5187180373008633,0.005689996526711828,0.8905128240585327,0.6307099003892963,0.6138628764917023,-0.03540484665818848,0.849693775177002,0.6390399772797555,0.6158185793693656,-0.04003170326054081,0.9240608811378479,0.6306976354647298,0.6241698308220465,-0.023070217604116885,0.8484253287315369,0.6420046679967824,0.6371844446225369,-0.043470925961282804,0.9114620089530945,0.6058380552075462,0.6581758647686091,-0.054303711244589124,0.822811484336853,0.6380125548406868,0.6501096982216217,-0.08222480017721603,0.9231656789779663
6,0.2,0.43438244195795167,0.39214884328276506,-0.07213719048664205,0.9965499043464661,0.43555439820701636,0.37745133960942956,-0.09014497631813266,0.9923099875450134,0.4361577686463928,0.3775219074173525,-0.09053033737840135,0.9943332076072693,0.43680985897333346,0.3776504602452666,-0.0905587188220098,0.993028998374939,0.43700490751298876,0.374938858119175,-0.05715518542804393,0.9955697655677795,0.4388545096016583,0.3731781017569962,-0.057573405278562056,0.9974662065505981,0.44084908202730777,0.37139051176801685,-0.05758213303250695,0.9968273639678955,0.4477597882391118,0.37682528977129326,-0.13361556050258167,0.9986347556114197,0.45296595346833657,0.37076919720910545,0.015218329546203418,0.9971112608909607,0.44024946636968804,0.4060757750264655,-0.08169501717815376,0.9956479668617249,0.4416991527331349,0.40462614628080945,-0.040622725058147874,0.9962770342826843,0.47890620764281666,0.4252424009620228,-0.18581048334696187,0.9999620318412781,0.4931227333873912,0.41477184746809076,0.12356298159034114,0.9995725154876709,0.4889121902728789,0.42265594253521815,-0.2776194947426928,0.8456040620803833,0.5382239599030247,0.39191373062619095,0.28268717402600085,0.053625889122486115,0.4805197649790408,0.4075399371007691,-0.34191958171087483,0.6432442665100098,0.56376444466259,0.3876668214453812,0.42384104830847197,0.013009699992835522,0.4775711052551091,0.4031053687280206,-0.3819303653047111,0.591208815574646,0.5706071443540061,0.38633372577553055,0.45089092625622496,0.01748022995889187,0.47651981897695006,0.39994644521725375,-0.3754323700541009,0.5548896193504333,0.5700249854995837,0.39500340058902644,0.4255885117147065,0.01616651564836502,0.4778324679330642,0.40176988370229766,-0.34055098170609843,0.4860176146030426,0.5667806396753761,0.3975824586746095,0.4152749552361955,0.015889296308159828,0.5935695575971397,0.4739707969152265,-0.08472407043525587,0.9999942779541016,0.5919526212594282,0.4892425282727395,0.08444984407969136,0.9999939203262329,0.6648343305720659,0.4929302959289754,-0.14653471169614324,0.9859363436698914,0.6126295799901051,0.5507412953149322,0.011554674428740933,0.8989888429641724,0.6230686107127013,0.5285263078635782,-0.013155178364502826,0.8610352277755737,0.6160561263680636,0.6664597557737598,0.0019400456019733406,0.9306064248085022,0.6195408311949504,0.5374338754589792,0.005202330973043772,0.8600000143051147,0.6205665055759784,0.6882990584166493,0.0021055486743992574,0.9177353978157043,0.5977191904708549,0.5547484298747384,-0.02797100397461652,0.8371383547782898,0.6114804993306016,0.7121740326104282,-0.03997982708861777,0.9288507699966431
7,0.23333333333333334,0.44172563770933176,0.40181765839040307,-0.28088692345036254,0.9968906044960022,0.44313322148404005,0.3861328855991817,-0.2984702865909845,0.993076741695404,0.44410998371578164,0.38597616590140815,-0.2989396719831881,0.9948982000350952,0.44512796406115396,0.38580804158746734,-0.2989924866695024,0.9937251210212708,0.44402271138067645,0.383973234619734,-0.26497505598999876,0.9960086941719055,0.44567200291980086,0.38226690081513875,-0.2654307538707076,0.9977157711982727,0.4474614928003047,0.3804701092231627,-0.2654870427372658,0.9971402883529663,0.4575715267534726,0.3829993279530839,-0.3178467661486896,0.9987707734107971,0.4603018035886205,0.37814692860443727,-0.16620504389523855,0.9973844289779663,0.4483139461011424,0.4152116457451761,-0.279860696802214,0.9960801601409912,0.44892719146341226,0.41435746233933085,-0.23815934617731876,0.9966407418251038,0.49370123256765536,0.4253950427975454,-0.3226530138576099,0.999965488910675,0.4950636544170945,0.4240499251881543,-0.013146198954916422,0.999606192111969,0.5209647120552683,0.41539413032463085,-0.3686707788917507,0.8598933815956116,0.5370247540816487,0.3870933818968178,0.16279697204476334,0.04986141622066498,0.5285308467084957,0.4074125677066218,-0.4199843916869986,0.6752129197120667,0.5602982644385828,0.37521179337121413,0.2972693470825837,0.01243362482637167,0.5300136893133915,0.40278579374925566,-0.4638835986184585,0.6248846650123596,0.5662070128197041,0.37020268221021546,0.3178193527618142,0.017081579193472862,0.5296447721121782,0.4019286662999801,-0.46775200376912573,0.5916537642478943,0.5653783714291478,0.37820542673859664,0.2887214182584076,0.015925662592053413,0.5292422650319815,0.402934709578047,-0.4220311152824953,0.5261467695236206,0.562586389325453,0.38214808743069,0.2870850286208187,0.015666529536247253,0.6005964088197402,0.46153784983408686,-0.08432150099979088,0.9999943971633911,0.5897375233548232,0.49489144323316675,0.08403859402985575,0.9999937415122986,0.6677546080332943,0.4489721346600501,-0.1761656809891625,0.9870873689651489,0.6005035606581782,0.5832336736461532,0.009803348764403008,0.9077333807945251,0.6114044185387285,0.4566417732084902,-0.018974187117130514,0.8714730143547058,0.5977818852390792,0.721456542008976,0.02624409885027053,0.936240553855896,0.6065565505777014,0.4658854857729053,0.0013232060919199794,0.8703446388244629,0.6020796514981452,0.7431668436889616,0.029403688279003488,0.9228225350379944,0.5828843422433275,0.47192696300282033,-0.039602684215597185,0.849723219871521,0.5933396254917969,0.7724348342791189,-0.01862954544299235,0.9335739612579346
8,0.26666666666666666,0.45655879526147536,0.41098884331801866,-0.4752774419498189,0.9971960186958313,0.4584599441421273,0.3952172919657752,-0.48802880898407697,0.9937644600868225,0.4597147210719496,0.3950903556533235,-0.4884819592127051,0.9954047799110413,0.4610599954061021,0.3949181853441011,-0.48854967123971604,0.9943497776985168,0.45875019375830506,0.3931826019043245,-0.45782007993428864,0.9964010715484619,0.4601749645313626,0.3916903665316154,-0.45826993712793773,0.9979384541511536,0.46165569207761964,0.3901327457916781,-0.4584029353323521,0.997419536113739,0.47473487985749435,0.3907437650728989,-0.471076583268925,0.9988918304443359,0.4743098064090138,0.38728168101112,-0.334130660226606,0.9976296424865723,0.4637937115180232,0.4246641167601338,-0.459219812494825,0.9964601397514343,0.4634046653624954,0.4236531342770782,-0.42183437824411907,0.9969580769538879,0.5132066813585778,0.4275222222458374,-0.42439804061592257,0.9999674558639526,0.5033768366689271,0.4389077869278833,-0.15327306094125812,0.9996373653411865,0.5553724630646161,0.4102242124482637,-0.4531157573982741,0.8671830296516418,0.5372556612509286,0.4159091952410836,-0.018523832931002265,0.11713568866252899,0.5813315246536518,0.4072303113811071,-0.5075287586220139,0.679779052734375,0.5583637464082396,0.39648344293307375,0.06513413322715117,0.020501883700489998,0.5875338758880334,0.4021539179146287,-0.5554591393726402,0.6204480528831482,0.5624038353284291,0.3908682322501301,0.06827155727361528,0.022248422726988792,0.5876812294737866,0.40326603756368473,-0.5699003676614678,0.5892313718795776,0.5627310332396094,0.3934828593806593,0.03981340864681385,0.02210129238665104,0.5857037583930446,0.40329723883728463,-0.5141160359905039,0.5236663222312927,0.5607606977436517,0.39699750963180874,0.05342276618226491,0.02305831015110016,0.6094529033067188,0.45558309169810585,-0.0762459717600136,0.999980628490448,0.5937742209519294,0.49952700050583493,0.07592621998199964,0.999984085559845,0.659891200959571,0.4126198028878537,-0.22589654983147686,0.9856733083724976,0.5898073637475665,0.60738926809095,-0.06727170135314126,0.9133644700050354,0.5912248138838456,0.4023253859961352,-0.12544724114264477,0.8693809509277344,0.5841076415572037,0.7605703563848374,-0.07026141678898692,0.9350917339324951,0.584136865110174,0.4102667334465714,-0.11313082074509757,0.8722226619720459,0.5881768341214142,0.781042237671326,-0.06955985536106864,0.9147883057594299,0.557856842578215,0.40761437622645474,-0.17694907998633377,0.8541471362113953,0.573645942616951,0.8112476917179936,-0.1387049244918006,0.931795060634613
9,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
