frame,timestamp_sec,detected,used_roi,mean_visibility,n_low_visibility_landmarks
0,0.0,True,False,0.960197652831222,0
1,0.03333333333333333,True,True,0.9937933087348938,0
2,0.06666666666666667,True,True,0.9939209240855593,0
3,0.1,True,True,0.9934155435273142,0
4,0.13333333333333333,True,True,0.9925277142813711,0
5,0.16666666666666666,True,True,0.9778938853379452,0
6,0.2,True,True,0.9624561270078024,0
7,0.23333333333333334,True,True,0.946518032839804,0
8,0.26666666666666666,True,True,0.9202005212957208,0
9,0.3,True,True,0.9022752859375693,0
10,0.3333333333333333,True,True,0.8889724973476294,0
11,0.36666666666666664,True,True,0.8819835204066653,0
12,0.4,True,True,0.8757393035021696,0
13,0.43333333333333335,True,True,0.867057796680566,0
14,0.4666666666666667,True,True,0.8733934543349526,0
15,0.5,True,True,0.8752133774034905,0
16,0.5333333333333333,True,True,0.8813621166980627,0
17,0.5666666666666667,True,True,0.8892255010026874,0
18,0.6,True,True,0.8966093695524967,0
19,0.6333333333333333,True,True,0.9034661993835912,0
20,0.6666666666666666,True,True,0.8958874453197826,0
21,0.7,True,True,0.8853980194438588,0
22,0.7333333333333333,True,True,0.8569964910998489,0
23,0.7666666666666666,True,True,0.8331618236772942,0
24,0.8,True,True,0.8114912211894989,2
25,0.8333333333333334,True,True,0.7992186139930378,5
26,0.8666666666666667,True,True,0.7911414476958188,8
27,0.9,True,True,0.7822640872362888,8
28,0.9333333333333333,True,True,0.7659185700344316,10
29,0.9666666666666667,True,True,0.7760737791205897,9
30,1.0,True,True,0.7669181155435967,10
31,1.0333333333333332,True,True,0.7732958269841743,10
32,1.0666666666666667,True,True,0.7813779684630308,6
33,1.1,True,True,0.7872169279690945,5
34,1.1333333333333333,True,True,0.7890618669264244,5
35,1.1666666666666667,True,True,0.7897556686040127,5
36,1.2,True,True,0.7827674746513367,5
37,1.2333333333333334,True,True,0.7741397637309451,6
38,1.2666666666666666,True,True,0.7507593848488547,6
39,1.3,True,True,0.7322331170241038,10
40,1.3333333333333333,True,True,0.7251264294891646,10
41,1.3666666666666667,True,True,0.7234560928561471,10
42,1.4,True,True,0.7246721450126532,10
43,1.4333333333333333,True,True,0.7298408231951974,10
44,1.4666666666666666,True,True,0.7408491987170596,10
45,1.5,True,True,0.7640285365509264,9
46,1.5333333333333332,True,True,0.7867175683830724,9
47,1.5666666666666667,True,True,0.7991602059566614,9
48,1.6,True,True,0.8095600577917966,3
49,1.6333333333333333,True,True,0.8166104654471079,1
50,1.6666666666666667,True,True,0.830914349266977,1
51,1.7,True,True,0.8443329939336488,1
52,1.7333333333333334,True,True,0.8573950890338782,0
53,1.7666666666666666,True,True,0.8686692082520687,0
54,1.8,True,True,0.8801761648871682,0
55,1.8333333333333333,True,True,0.8860392949797891,0
56,1.8666666666666667,True,True,0.8917650706840284,0
57,1.9,True,True,0.8981907945690732,0
58,1.9333333333333333,True,True,0.9016932772867607,0
59,1.9666666666666666,True,True,0.9027777964418585,0
60,2.0,True,True,0.8994791435472893,0
61,2.033333333333333,True,True,0.8917607954054168,0
62,2.0666666666666664,True,True,0.8835481477506233,0
63,2.1,True,True,0.8660700032205293,1
64,2.1333333333333333,True,True,0.8380433032006929,3
65,2.1666666666666665,True,True,0.8246720595793291,2
66,2.2,True,True,0.8112547081528287,2
67,2.2333333333333334,True,True,0.8013584541551995,5
68,2.2666666666666666,True,True,0.7887857077699719,5
69,2.3,True,True,0.7834464600591948,7
70,2.3333333333333335,True,True,0.7833233665336262,8
71,2.3666666666666667,True,True,0.7908385585654866,8
72,2.4,True,True,0.7972395591663591,6
73,2.433333333333333,True,True,0.812205967578021,5
74,2.466666666666667,True,True,0.8238429038813619,4
75,2.5,True,True,0.8405631654190294,0
76,2.533333333333333,True,True,0.8531708753470219,0
77,2.5666666666666664,True,True,0.8675046996636824,0
78,2.6,True,True,0.87894689133673,0
79,2.6333333333333333,True,True,0.8872191978223396,0
80,2.6666666666666665,True,True,0.8978061495405255,0
81,2.7,True,True,0.9044201861728322,0
82,2.7333333333333334,True,True,0.9064672209999778,0
83,2.7666666666666666,True,True,0.9052731015465476,0
84,2.8,True,True,0.9052376458139131,0
