frame,timestamp_sec,x_0,y_0,z_0,vis_0,x_1,y_1,z_1,vis_1,x_2,y_2,z_2,vis_2,x_3,y_3,z_3,vis_3,x_4,y_4,z_4,vis_4,x_5,y_5,z_5,vis_5,x_6,y_6,z_6,vis_6,x_7,y_7,z_7,vis_7,x_8,y_8,z_8,vis_8,x_9,y_9,z_9,vis_9,x_10,y_10,z_10,vis_10,x_11,y_11,z_11,vis_11,x_12,y_12,z_12,vis_12,x_13,y_13,z_13,vis_13,x_14,y_14,z_14,vis_14,x_15,y_15,z_15,vis_15,x_16,y_16,z_16,vis_16,x_17,y_17,z_17,vis_17,x_18,y_18,z_18,vis_18,x_19,y_19,z_19,vis_19,x_20,y_20,z_20,vis_20,x_21,y_21,z_21,vis_21,x_22,y_22,z_22,vis_22,x_23,y_23,z_23,vis_23,x_24,y_24,z_24,vis_24,x_25,y_25,z_25,vis_25,x_26,y_26,z_26,vis_26,x_27,y_27,z_27,vis_27,x_28,y_28,z_28,vis_28,x_29,y_29,z_29,vis_29,x_30,y_30,z_30,vis_30,x_31,y_31,z_31,vis_31,x_32,y_32,z_32,vis_32,angle_right_elbow,angle_right_elbow_smooth,angular_velocity_deg_s,angular_acceleration_deg_s2
0,0.0,0.5590692195025353,0.380761671246904,-0.5908510542728684,0.9999181032180786,0.5566027000094901,0.3681840674443675,-0.6101020598050321,0.9999558925628662,0.5565915136626266,0.36927983869205794,-0.6103309577161615,0.9999183416366576,0.5610843168966694,0.37141111745978805,-0.6103434050625023,0.999957799911499,0.5572720944881433,0.36717288674730214,-0.6202266181057151,0.9999758005142212,0.5564424762220089,0.3667585956327839,-0.6204919234369742,0.99995756149292,0.5548135000647916,0.36584890755740057,-0.6208129946932649,0.99997878074646,0.557747270663579,0.34606497504494377,-0.5646522611379623,0.9999655485153198,0.5499639646573494,0.3435489423347238,-0.6118650215141699,0.9999715089797974,0.5565488970640929,0.37340436035936486,-0.560054184631868,0.999772012233734,0.5528048099893506,0.3737145667726341,-0.5759431744163686,0.9998657703399658,0.5436876972516373,0.3244291477131118,-0.38660656322132464,0.9999208450317384,0.5265107012156282,0.3243251699389829,-0.4419693299315193,0.999937891960144,0.5073531923872049,0.29775204315330034,-0.11815890127962259,0.0194186773151159,0.44959558736194233,0.2726838879513014,-0.16645540730519678,0.0343364924192428,0.5063123291189018,0.29814926855491836,0.1436694329435179,0.0014610395301133,0.461823399681033,0.2477347079551577,0.13433631690727096,0.0004161353281233,0.5113007794726976,0.2891427294774485,0.17677700451829245,0.0017182831652462,0.4582862277825668,0.23953265656124426,0.1679837134074084,0.0002656808064784,0.515484047116655,0.28559786135500076,0.15745585475004117,0.0014524235157296,0.4565078356049271,0.24046592712402315,0.16225881687167965,0.0002650988462846,0.514445996736035,0.291909258654623,0.14402802135005185,0.0017284069908782,0.4560346818331511,0.2438756323221953,0.14112063978206102,0.0002703469072002,0.5368207196394601,0.44741440234762214,0.03755945704425822,0.999848484992981,0.5229499237103892,0.4586234784487518,-0.037496152441158344,0.9999536275863647,0.5226702139233096,0.5293610457218051,0.3202489899753622,0.0001347139914287,0.5324186471375549,0.6224025242256391,0.03252552848196418,0.0154428035020828,0.5395014746622602,0.5123169268622542,0.7102882758686039,0.00069387385156,0.5245281264637452,0.869696644219485,0.16960964058384778,0.1137859746813774,0.545960129210443,0.506308722315412,0.7488794072333612,0.0029220725409686,0.5176758946794452,0.898344820195978,0.18381786939095415,0.0345397777855396,0.5340205317193811,0.5009180061744917,0.7555068373962333,0.0005166176124475,0.5355180498325463,0.9378623684247333,0.10221548784862937,0.0165352392941713,168.02824233551823,164.6019000041977,-609.6707808612692,3166.0445232800294
1,0.0333333333333333,0.5730386911016517,0.39239412501002785,-0.44028708914464176,0.999231457710266,0.5731688811020413,0.38675438255974715,-0.4625433942585281,0.999651312828064,0.5718226698311887,0.38849237886342114,-0.4627503917975859,0.999411940574646,0.5727208566485026,0.39070653879281214,-0.46277374512318425,0.9997296929359436,0.574041953682899,0.38475458965156994,-0.47384959048394015,0.9998690485954284,0.5739941097570185,0.38444002884806977,-0.47407896333571653,0.999825954437256,0.5735270961667549,0.38371461647929556,-0.4743113893902664,0.9999229907989502,0.5683964510758716,0.3711693818822049,-0.4512715503573418,0.9998220801353456,0.5652524837941829,0.3657956125158249,-0.5053022013920726,0.9999219179153442,0.56561815828988,0.38485288881894275,-0.4194558033437441,0.9994347095489502,0.5660008714054565,0.3831139958266054,-0.4364660063024723,0.999730348587036,0.5353152473767595,0.33267694594282066,-0.33653229700796544,0.999913454055786,0.536553546695998,0.3514841133897952,-0.39058467145218995,0.9999417662620544,0.5117905074899844,0.3024260755741234,-0.18963021401203023,0.0180317908525466,0.5097696033391084,0.31001034956989837,-0.25360948353102675,0.0495530478656291,0.5085170136256649,0.3226976386525411,-0.054966432217395333,0.0014242925681173,0.5158514414772839,0.3094782244075425,-0.08541336925418033,0.0007703846204094,0.508923985831665,0.3245044071565971,-0.044591336990847386,0.0017127146711573,0.5152212023735042,0.30855597384048206,-0.07543210314981838,0.0004519990761764,0.5114046112154466,0.3278749939167134,-0.05864974120349564,0.0014472242910414,0.512599805448994,0.3107037852207818,-0.08071798573840713,0.000417886476498,0.5117202707763872,0.3301485441850891,-0.05589628481503653,0.001710352837108,0.510931136120449,0.31122261078068675,-0.08269116652734293,0.0003813676885329,0.5238948961098988,0.42494636430884825,0.03427923627084851,0.9998617172241212,0.5214375634085047,0.4343313106984801,-0.03430844260887659,0.999958038330078,0.4977795170112088,0.5239768068898805,0.25120168361587064,0.0001326898782281,0.5063948732433895,0.601060040611209,-0.04915927216749271,0.0321264341473579,0.4765656382748572,0.5354857977592583,0.5419933455911552,0.0006832961807958,0.48470779819921994,0.818389655965747,0.013902633027597061,0.1698229014873504,0.47839919003573317,0.534577387029474,0.5699205801229587,0.0033064219169318,0.47491564308152057,0.8468814853465917,0.01918354421628296,0.0618113577365875,0.4516904718045032,0.533684032974821,0.5596555247507763,0.0005729398690164,0.49412861755399984,0.8682505627473194,-0.07066647730993435,0.0396681353449821,149.0155488714449,144.27954064215538,-504.1359634186016,4749.066784920066
2,0.0666666666666666,0.5801690818943498,0.4031491277666834,-0.3293049700751708,0.9992445707321168,0.582258385148915,0.4029813993157761,-0.3543255018013897,0.9996199011802672,0.5799738580530336,0.4050578645039429,-0.3545187842858819,0.999359369277954,0.5782302537908799,0.4071841692511651,-0.3545479355242862,0.9996802806854248,0.5831004215138295,0.4002468691501781,-0.36606413162760937,0.9998632669448853,0.5835764449525187,0.39991654562743684,-0.3662705053047185,0.9998184442520142,0.5839573095758237,0.3992535281103926,-0.36643741224364296,0.9999176859855652,0.5724232432388122,0.39208405154608006,-0.37034291092838567,0.9997395873069764,0.5735862429265848,0.3845554498754019,-0.4272649755854628,0.9999012351036072,0.5696463120448121,0.39525245880925775,-0.31612637471972105,0.9994150996208192,0.572944584011515,0.39197015079843,-0.3333016695849823,0.9997188448905944,0.527639114572888,0.3404119988927591,-0.30521872700937913,0.9999194741249084,0.5428253603446016,0.3723388612786411,-0.356251339736955,0.9999465942382812,0.5132792947354252,0.3089927317002118,-0.259167691555632,0.06157997995615,0.5536911287736066,0.3391620314482484,-0.33102564517553723,0.0939049050211906,0.5067384228690877,0.34263340526328945,-0.22906630054696783,0.0298315845429897,0.5543985835659553,0.3559325703939831,-0.271011285110098,0.0175116043537855,0.5032078673184174,0.35238951596862794,-0.23768231342042642,0.0480639040470123,0.5556553548290613,0.36074956539389363,-0.28053434327147964,0.0301498305052518,0.5040639607163215,0.35991617141863963,-0.2472154402694142,0.0407555624842643,0.5525292382869882,0.3632663613273983,-0.2851779851675418,0.0252899881452322,0.5055478041499722,0.3590528111824224,-0.23097390580873958,0.0440805964171886,0.550048398223274,0.3613803164912507,-0.2715151172389324,0.0305899959057569,0.5135242967378526,0.4075176651472651,0.03141209643285765,0.9998745322227478,0.5191417966183128,0.4149482205832674,-0.03152513489433563,0.9999621510505676,0.48100576172401366,0.5229062632822884,0.19187411828313303,0.0947514697909355,0.489030805449465,0.5838205521240892,-0.10753684726289695,0.1288452744483947,0.43306836163326756,0.5624868388557847,0.40083965638821806,0.0097873555496335,0.4578590750565259,0.7751966311043988,-0.09748946073025591,0.252727210521698,0.4310083762778863,0.5662377586483436,0.4199235162177644,0.0422678478062152,0.44624260616250894,0.8031521537603238,-0.09859691632032594,0.1554197371006012,0.3953359801015813,0.5693059533060372,0.395359458894876,0.0275013446807861,0.46631131054777075,0.8106948196887969,-0.19268794899636982,0.1353223919868469,103.52957241881396,130.99283577629092,-293.0663285332648,6577.163417659199
3,0.1,0.5804603918806295,0.4130266795168706,-0.2579046970644556,0.999319076538086,0.583871212150111,0.41686511771245427,-0.2854483824336168,0.9996573328971864,0.5810450783281611,0.41897629561362315,-0.28563613518104936,0.9994229078292848,0.5776125083238013,0.42084400883484685,-0.28566597626580825,0.999711811542511,0.5844474979809349,0.4136497252431266,-0.2968702415367227,0.9998767375946044,0.5851894818085095,0.41318814597088516,-0.2970665493439803,0.9998363852500916,0.5861041402919982,0.4124656424506917,-0.2971910632533945,0.9999256730079652,0.569827647152401,0.40880898403656923,-0.321866342851094,0.9997655153274536,0.5749652420545549,0.399828454413455,-0.3777533440943405,0.999910831451416,0.5686333583288891,0.40460307033030984,-0.2500658987597987,0.9994732141494752,0.5736359478075264,0.40028303168810786,-0.26645016426389867,0.9997465014457704,0.5206592988400229,0.34763430656292715,-0.2926658532255657,0.9999275207519532,0.5453261421614392,0.38688941360552054,-0.3389693347858144,0.9999517798423768,0.5118195541235273,0.31745201153156544,-0.326771333910428,0.148982897400856,0.581360163665437,0.36013893358635163,-0.39870389223872815,0.1675719022750854,0.5009765568491699,0.3579565683871634,-0.37863017204519955,0.1154206544160842,0.5774648259470472,0.3870977459144796,-0.42245743066048214,0.0389973782002925,0.49415242393295467,0.3727980559135409,-0.4024959247704446,0.1328360438346862,0.5795886851492379,0.3961134312214789,-0.44732300695757554,0.054611038416624,0.49346209561927973,0.38172139386077947,-0.4082412424477144,0.1234836503863334,0.5762961341189096,0.39815365544387266,-0.4511211814157243,0.0432756468653678,0.49592859685678997,0.37862205964662277,-0.38120484163105717,0.123705469071865,0.5733864681416257,0.3943487494538872,-0.42535121235270734,0.0466991513967514,0.5057089215233213,0.3951283048628727,0.02895803753028566,0.9998870491981506,0.516062623339814,0.4004742081031138,-0.029146229297535457,0.9999659061431884,0.4723489480617241,0.526149414899029,0.1422662939771494,0.1795621514320373,0.4803264437557814,0.57068405876428,-0.14260719680424858,0.2159309387207031,0.4090096447374912,0.5933200501518332,0.2868272082597923,0.0999093502759933,0.44398195703566323,0.7401175696354405,-0.16456664068971108,0.3274077773094177,0.40378768793690245,0.6012898371720208,0.2988882155177785,0.1346525847911834,0.4316567839224102,0.7671568254371742,-0.1695235122188726,0.2397324293851852,0.3649570566106152,0.6077837671681401,0.2626186398285324,0.1174051016569137,0.4520661288138591,0.7651951392491658,-0.2638489272106771,0.2216768264770507,150.5839227185146,124.7417854066044,-65.65840224132167,8106.449967077411
4,0.1333333333333333,0.5739126210604903,0.4220267802605891,-0.22608627011249555,0.9993453025817872,0.5780073621056289,0.42840553774978113,-0.255912036155209,0.9996588230133056,0.575036330656571,0.4302476721924614,-0.25610244448308783,0.9994465112686156,0.5708676202472662,0.4316860575438572,-0.25612786734774984,0.9997227787971495,0.5780831830842146,0.42496315793041484,-0.26626792021127965,0.9998696446418762,0.5788332203249903,0.42425482987841423,-0.2664670954535014,0.999829113483429,0.5799675883152776,0.42335095950019247,-0.26657234241952066,0.9999099969863892,0.5606096628166373,0.4213441793536721,-0.305841846125466,0.9997826218605042,0.569389481178093,0.4116146261299838,-0.3567673069187052,0.9998792409896852,0.5625792971421106,0.41290472338209877,-0.2212743754639766,0.9995161890983582,0.5680749627934898,0.40805263849563866,-0.23591149033922099,0.9997578263282776,0.5143758001781639,0.3543438689533245,-0.2988736756565247,0.999934732913971,0.5440558921465102,0.39513577037043335,-0.3387386565987677,0.9999550580978394,0.5074112856542903,0.3278039150681842,-0.39244114107641764,0.2328970730304718,0.5927767080145989,0.3729410559842075,-0.4566442247205992,0.2263522148132324,0.4912314155659111,0.3686671280241627,-0.5036580467120902,0.2019731104373932,0.5850501686205587,0.40297375096903165,-0.5397518059053326,0.0732605308294296,0.4817576556752764,0.38573002699133585,-0.5390321710409017,0.2174132913351059,0.5870211933340337,0.4146475713232373,-0.5757980942081056,0.092716671526432,0.47959901592432097,0.3932906612431326,-0.541727147738396,0.2088190913200378,0.5839004929447579,0.41536566757020443,-0.5785475744829541,0.0789227858185768,0.48286264889684005,0.38885628957769003,-0.506589092281989,0.2088794410228729,0.5809453458755038,0.4101279096685957,-0.5441994518686675,0.0836769044399261,0.5004487704663043,0.3877782834556706,0.026917059563132506,0.9998981952667236,0.5122000435730072,0.3909092732580188,-0.02717172581847605,0.9999691843986512,0.4718090760243397,0.5337062617401016,0.10237821069791958,0.1935031414031982,0.4802817881623381,0.5616505605317805,-0.15437032079154772,0.2908399701118469,0.4043894875875277,0.6279854316474031,0.19995600120587748,0.0948592200875282,0.4430764441366313,0.7131524715588713,-0.18732890685076808,0.3927107751369476,0.39673712501278113,0.6397336226005049,0.20681467802300046,0.143136516213417,0.43115817636122367,0.738895500377142,-0.1935962434793574,0.3079797625541687,0.3605537013316046,0.6491174745611288,0.1614330675517452,0.123608574271202,0.4513930723522642,0.7317515214284251,-0.2841494119528564,0.2954167425632477,114.0243404795211,126.6156089602028,247.36366927189587,6391.520771645095
5,0.1666666666666666,0.5474410449271586,0.4244293187345771,-0.2950670594325309,0.9989519119262696,0.5510557142945072,0.43163741047764176,-0.32913873147912825,0.9994176030158995,0.5481333399747865,0.4322385990516442,-0.3293470642912435,0.9989354014396667,0.5448236972480618,0.43261065898519513,-0.32936486169631296,0.9994789958000184,0.5507384426407993,0.43005801163194435,-0.33572658257824983,0.9996801018714904,0.5515556099352891,0.42951380226003083,-0.3359461729273647,0.9996539950370787,0.5529012142063727,0.42875711406980177,-0.3360878566513841,0.999767541885376,0.5324917333724688,0.4246368068895292,-0.38355841284448394,0.9997027516365052,0.5461119537229654,0.41838325334317694,-0.41595219649793724,0.9995659589767456,0.5397986491005135,0.41403818014380156,-0.28704381098736886,0.9992079734802246,0.5451676948762036,0.4102046008491923,-0.2958414975827902,0.9993239641189576,0.49343622221059025,0.35361063983533236,-0.37442443581112483,0.999941110610962,0.5418241163352859,0.3972873108469557,-0.3968081391734989,0.999958038330078,0.4778407394111923,0.33102792127307823,-0.4975541976494184,0.3051277697086334,0.6056275443855293,0.3917258793399442,-0.5340288161457352,0.2913298606872558,0.4524637123981073,0.36692461190801623,-0.629508454304236,0.2602389752864837,0.6006214302597616,0.43194446877225595,-0.6489128158972045,0.0989428386092186,0.4387552636268328,0.3830996969819579,-0.6717995077823138,0.2761708199977875,0.6021124494798247,0.4479463346205742,-0.6915802666796482,0.1064212620258331,0.43455121424290977,0.38542182479069803,-0.6721385194883709,0.262803703546524,0.6000461832527466,0.4446031217709242,-0.6923794399511496,0.086101546883583,0.43922790814013646,0.38055274148524015,-0.6315566698065043,0.2512258887290954,0.5955671914470135,0.43591098448672794,-0.6532791856015132,0.0825828835368156,0.49034898750709693,0.3861610423692887,0.024663967358601456,0.999908208847046,0.5073097158562045,0.3878889270933154,-0.02499150242092024,0.9999717473983764,0.4760707721307673,0.5628122398347558,0.06793662434790543,0.1956029683351516,0.5004236104684467,0.543549340524714,-0.11051744812881772,0.3281069099903106,0.42055854885093,0.7160391214089983,0.13682273001252807,0.1342146545648574,0.4690683800162684,0.6580884830776221,-0.09798457588016715,0.4301496744155884,0.41082235551499635,0.7357093775685205,0.14070614756314762,0.2080308049917221,0.46001431023403616,0.6794899978162913,-0.0986945067584771,0.3384716808795929,0.3852859531646161,0.7525886750066425,0.09110661927062307,0.1613073498010635,0.4798855675763375,0.6640518934695743,-0.16342069126375286,0.3272820115089416,144.439292622719,141.23269669139745,360.442982535018,1347.7756353285913
6,0.2,0.5214456714592963,0.430841537652077,-0.39718912809571094,0.9990553259849548,0.524613387140876,0.4359844343744825,-0.43329810705922844,0.9994751811027528,0.5230487453473072,0.4343388865004364,-0.4335482403377944,0.999040961265564,0.5214662791846627,0.4333687896852363,-0.4335561265354543,0.9995304346084596,0.5225153720224051,0.43564660995553517,-0.4378143788609664,0.999711573123932,0.5222769193835065,0.4345569224842693,-0.43806302840962497,0.9996881484985352,0.5226748170274669,0.4333278974155321,-0.438263651096459,0.9997903108596802,0.504937468798129,0.4198314817178811,-0.4792114528484668,0.9997321367263794,0.5185766173647588,0.4181966288781263,-0.5006949740312825,0.9996078610420228,0.5179751435399564,0.41929180023474033,-0.3831718152800158,0.9992862939834596,0.5200036454510372,0.4159002422770375,-0.3887453768805503,0.9993906021118164,0.48976335071382004,0.35615165873523347,-0.4469199145446602,0.99994695186615,0.5217880131878371,0.3899627785920059,-0.4701790543861713,0.9999616146087646,0.4697749671481898,0.3519281243091017,-0.5852611866090197,0.3742316365242004,0.5696326513569068,0.39022909117725446,-0.6076890287267689,0.3543678522109985,0.44068928327395224,0.37823910501612157,-0.7298339364074515,0.333616703748703,0.5734957672042756,0.418683014390788,-0.7102197730244486,0.1749405413866043,0.4276892973747082,0.39561980859541734,-0.7768040939971987,0.3477756679058075,0.5738513237470149,0.43694809730692796,-0.7563942009300886,0.1852198094129562,0.42113123156807575,0.3882530479978168,-0.7771632459127531,0.3356767892837524,0.5739710275486942,0.4295329145796881,-0.7546845914804048,0.1657972782850265,0.4258350288713127,0.3827404635293138,-0.7323307551733849,0.3248409926891327,0.5698000907381884,0.41977575331023187,-0.7135731410154523,0.1552871614694595,0.49043393302789423,0.39052266901705635,0.026878642555309997,0.9999173879623412,0.4924568491322647,0.3926602692315067,-0.02721230272260119,0.9999745488166808,0.5025428600641548,0.5820346474647513,0.05898792444208212,0.2659268379211426,0.5219605012889541,0.5749635440962647,-0.07097894749987162,0.3836929500102997,0.4757226602339635,0.7408762521299954,0.1414903505701263,0.219143807888031,0.49838960454577425,0.7073278750950114,-0.006405423907361483,0.4836336672306061,0.4663119561228394,0.7636479730213865,0.14626918055794433,0.2854241132736206,0.4918630341172728,0.7262103453085009,-0.0017453275895092553,0.3993511795997619,0.45776067512891955,0.7718242449419828,0.09653146635112031,0.2431178539991378,0.5130873540521177,0.7302502796569934,-0.057999578424531746,0.389987975358963,142.0707413461887,150.645141129204,337.215378293802,-1849.910398109982
7,0.2333333333333333,0.5013414959370824,0.4363909944311358,-0.43811875862347555,0.9990740418434144,0.5032483799891031,0.4419965030569012,-0.4750853169274014,0.9994959831237792,0.5031407129712944,0.4405125991090545,-0.4753431041777386,0.9990795850753784,0.5031385962323186,0.4397769677432578,-0.475330165841362,0.9995394349098206,0.5008250282698372,0.44057584789408166,-0.47679743622288495,0.9997237920761108,0.5000461650875216,0.4388374064391819,-0.47709459608251326,0.999704897403717,0.4998640274846702,0.4370097661173183,-0.4773094946300822,0.9998019337654114,0.48422841759987134,0.42552118383960746,-0.5201420038938515,0.99973726272583,0.5009029301214005,0.41930466541996186,-0.5286874418908892,0.9996328949928284,0.5030959214999039,0.42386100792781556,-0.42423610795627886,0.9993079304695128,0.5023248412392349,0.42039917635195123,-0.4263073634920692,0.9994166493415833,0.49488818568068593,0.3720657531317173,-0.4738898125045737,0.9999518394470216,0.5100473436442281,0.3723089636920329,-0.49000172942747733,0.9999647736549376,0.4723979552070809,0.3759315075812396,-0.6011542913975646,0.4364831149578094,0.5217057394258896,0.3396310706933334,-0.6037385423397597,0.416281908750534,0.44333282009863684,0.38704787123770884,-0.7313929024712854,0.3990473449230194,0.5130252769757135,0.33541369393016307,-0.6846461997123514,0.2440583109855651,0.4338008770436945,0.39176468196369296,-0.7768611633158339,0.4121036827564239,0.5086784800151719,0.3445776692587571,-0.7270916419676233,0.2533568739891052,0.42754828736379485,0.377818163597222,-0.7793505075044953,0.4012559354305267,0.5099320892905769,0.33774800579269165,-0.7275343757723469,0.2382288873195648,0.4314965718623357,0.3744218242374844,-0.7349492852692987,0.3912346661090851,0.5081769949171959,0.3324058113289081,-0.6887639476957992,0.2259111106395721,0.4974130131465525,0.3973751419034349,0.02563923047008828,0.9999256134033204,0.48838070654249743,0.3891330765181284,-0.02600382669986058,0.9999769926071168,0.5285239494466154,0.5976995131670131,0.055275399560406994,0.3322176039218902,0.526605602079655,0.5622327309666251,-0.04656709029109435,0.4394546449184418,0.5227453632530189,0.7665472433164511,0.1285984960275809,0.2942172884941101,0.5058967864616601,0.6827293277689895,0.0287165674118897,0.5260624885559082,0.5124903369001489,0.7916818441766671,0.13163726523647554,0.354234516620636,0.50024656248299,0.7015777653429922,0.03596201356000451,0.4530558586120605,0.52129988598101,0.7999992321579992,0.07160945272565004,0.313341736793518,0.5185609711455053,0.7060088518829564,-0.020682253925234498,0.4358456134796142,174.07586539595516,163.71372191098425,237.1156226610192,-2405.173021250097
8,0.2666666666666666,0.5014292055910277,0.4543722388032188,-0.3064836995813234,0.9991636872291564,0.5030517456851473,0.4593078104448518,-0.3368637932714441,0.999537229537964,0.5036796339146495,0.4583116882033156,-0.3371514937320308,0.9991639852523804,0.505461259579761,0.4584263777319997,-0.3370995689909174,0.9995747804641724,0.49889925573811317,0.4553573030930054,-0.3386697846251128,0.9997480511665344,0.4973574422654644,0.4525141010294738,-0.338990289250235,0.9997323155403136,0.4962514189930698,0.4495719233890626,-0.3391901153700172,0.9998193383216858,0.48251079622801174,0.44504477851318525,-0.376575566537968,0.9997577667236328,0.49803865110719286,0.42926021778222223,-0.38591825142825265,0.9996665716171264,0.5052627740484288,0.44334895554042936,-0.2956362331519907,0.99936443567276,0.5022416174153738,0.43646496508544597,-0.298594791877579,0.9994685053825378,0.5137607857778468,0.3975032837617959,-0.36580640960533073,0.999955415725708,0.5029582030329346,0.368891451523933,-0.36380542137406036,0.9999680519104004,0.4975808546656647,0.42307480672995185,-0.44522137585140353,0.4205229580402374,0.47358254656131066,0.3164590938395747,-0.47551756061903777,0.468951016664505,0.45747236307565203,0.4360354874944268,-0.5377722894732563,0.3839366436004638,0.4550755061370463,0.27834604957919057,-0.551431080005917,0.3171353340148926,0.4449415090796229,0.43283899638043793,-0.5727310604476301,0.4157735407352447,0.44830637189732936,0.27831350666877985,-0.589434832544166,0.3254815340042114,0.43922812675500783,0.4145607862831189,-0.5729346915885992,0.4052978754043579,0.4500262245729365,0.27177048710001456,-0.5856467718984197,0.311943382024765,0.4435688055954964,0.41222001012269494,-0.5395256009323766,0.3901820778846741,0.4511440733036431,0.27011254404014284,-0.554112468007548,0.3003402054309845,0.5111959061839356,0.40542307883113954,0.020519522585184313,0.9999317526817322,0.4906878323007965,0.3886022162643856,-0.020954240524730026,0.9999789595603944,0.5352943358999303,0.5959048306013074,0.05600012086525355,0.3057639896869659,0.5221150198798152,0.5172522572469911,-0.011545951333042023,0.4801993072032928,0.5389203399548792,0.7796505595440462,0.1207521813417666,0.2923105955123901,0.5022945535647398,0.6141109607178403,0.05391918861375733,0.567787230014801,0.5284595058593907,0.8052222548109101,0.12306896152047347,0.369112104177475,0.4968604819599161,0.6341107730225559,0.061172396259067785,0.4877398610115051,0.5512235417510516,0.8221766828716564,0.05493958980586873,0.3408345878124237,0.5099615261152186,0.6330493304443041,0.001909560327381911,0.4850306808948517,174.33956414986443,166.4528493066053,176.87051021046216,-3475.106474849753
9,0.3,0.5226081156885461,0.4610856924996225,-0.2393215204472146,0.9992311000823976,0.5243111461788021,0.46413853790336806,-0.26094603151469997,0.9995409846305848,0.52565262753726,0.46303273163316505,-0.2612519400976433,0.999208927154541,0.5277624256683111,0.46258171063996945,-0.2611847664370678,0.999574601650238,0.5185122279635748,0.46036719656609804,-0.26428393077798695,0.9997563362121582,0.5162842779448531,0.45772591917029637,-0.26461876425650177,0.9997482299804688,0.5149337526781728,0.45381482377712795,-0.26477328233130526,0.999826729297638,0.5035170004481354,0.4451248598047143,-0.28528286652131474,0.9997559189796448,0.5127271465408847,0.4326086307500858,-0.3016275688683311,0.9996854066848756,0.5252747542156279,0.4501743089585071,-0.23087653240342126,0.9993979334831238,0.5198780740752358,0.4462289789538356,-0.2369337752138894,0.999505579471588,0.5433452441578812,0.40528638164202313,-0.25165079306665916,0.999958038330078,0.49927150454872027,0.3711759666085753,-0.2694356794352135,0.9999708533287048,0.54440188588518,0.4168144388374306,-0.3266883061561745,0.3952073752880096,0.44754110528277047,0.32163428305547426,-0.35750538410691424,0.5044945478439331,0.5189878899297666,0.4112481579378048,-0.40582706595396006,0.3638011217117309,0.39955258279135675,0.26463512560247815,-0.4205973723800484,0.3814168572425842,0.5130615365969663,0.40174926707754866,-0.43375910463787204,0.4089776873588562,0.38674355753056355,0.2555383521886095,-0.4520084300195364,0.3897714018821716,0.5101708189233549,0.38617969971972577,-0.43832576861887207,0.4004376828670501,0.3886806770062544,0.24998000651210894,-0.45263863930849546,0.3778480291366577,0.5111134707024596,0.38604165258861667,-0.40945825064595076,0.3858763873577118,0.3938704384611793,0.2524376574145763,-0.4253561036213743,0.3673294186592102,0.525221286397991,0.41530165256875873,0.013697214313738333,0.999937891960144,0.49423361301938107,0.3944945553422485,-0.014126257799581852,0.999980926513672,0.5465094826438203,0.5879141373551761,0.044537617917700695,0.2904403209686279,0.5073413194774026,0.47741193198538384,-0.004295351951346739,0.52373868227005,0.5477589933903179,0.7413596908251434,0.10566223372435143,0.3268344104290008,0.4971288689029158,0.5419122941179185,0.01532201098834534,0.6088026762008667,0.5399532260058755,0.7583492233123603,0.10788728324172284,0.408487319946289,0.4941608722591806,0.5637369441005566,0.018462067050657695,0.5271804928779602,0.5602324583055645,0.7860854874441623,0.03708460793560331,0.3909870982170105,0.5006616683233345,0.5518063665145911,-0.045812909823975276,0.5335984230041504,152.98102113660562,175.5050892583484,5.441857671035706,-12317.196609894903
