Frame,Time_s,Theta_deg,Omega_deg_s,Alpha_rad_s2,CoM_X_cm,CoM_Z_cm,CoM_Radius_cm,I_zz_kgm2,Rotational_KE_J
270,9.0000,2484.4165,129.4539,-54.7564,-0.2251,-32.7975,32.7983,11.1779,28.5308
271,9.0333,2481.0739,129.4539,-49.1988,-1.2211,-26.9689,26.9966,17.9974,45.9373
272,9.0667,2445.1895,129.4539,-44.4693,-1.4775,-9.9662,10.0751,11.0309,28.1557
273,9.1000,2412.7676,129.4539,-38.3593,-1.9948,-14.4369,14.5741,7.8985,20.1605
274,9.1333,2419.3781,129.4539,-30.7485,-2.5822,-16.5656,16.7656,10.6344,27.1437
275,9.1667,2406.5846,129.4539,-21.5167,-2.9721,-10.9216,11.3188,6.3253,16.1449
276,9.2000,2395.5558,129.4539,-10.5436,-2.7959,17.5896,17.8104,5.1567,13.1621
277,9.2333,2402.7069,129.4539,2.2908,-3.3654,27.6985,27.9022,7.0841,18.0818
278,9.2667,2343.7339,129.4539,17.1070,-3.7868,30.8481,31.0796,13.0230,33.2403
279,9.3000,2285.2246,129.4539,34.0251,-4.1929,31.8383,32.1132,11.0427,28.1857
280,9.3333,2245.3065,129.4539,53.1654,-3.3776,8.9504,9.5665,7.0151,17.9056
281,9.3667,2176.8700,129.4539,63.9111,-3.0315,-20.4422,20.6657,11.1035,28.3411
282,9.4000,2122.4259,129.4539,103.0521,-3.6501,-40.2361,40.4013,17.9264,45.7561
283,9.4333,2109.5029,129.4539,157.2325,-4.7771,-37.1887,37.4943,22.4333,57.2597
284,9.4667,2117.6011,129.4539,209.1557,-4.3959,-37.7856,38.0404,20.1096,51.3285
285,9.5000,2133.8993,719.0375,240.9822,-3.2736,-36.7821,36.9275,14.7969,1165.1945
286,9.5333,2159.0883,1292.6080,209.3231,-2.7866,-37.2185,37.3227,12.1281,3086.3834
287,9.5667,2188.5234,1678.1511,87.5107,-2.5496,-36.8154,36.9036,13.8101,5923.5635
288,9.6000,2254.3407,1847.9105,-51.0644,-2.1966,-27.2089,27.2974,6.6962,3482.6758
289,9.6333,2345.8470,1604.2732,-180.4148,-1.6150,-9.3354,9.4741,0.9028,353.8819
290,9.6667,2397.5901,808.3954,-242.7360,-0.3966,6.7881,6.7996,1.6883,168.0485
291,9.7000,2400.1484,129.4539,-245.6764,-1.4584,2.4807,2.8776,1.0473,2.6732
292,9.7333,2379.9403,129.4539,-197.5935,-3.1076,-12.5270,12.9067,29.3331,74.8710
293,9.7667,2294.0940,129.4539,-124.7772,-4.1675,-29.4357,29.7292,34.6242,88.3762
294,9.8000,2218.4593,129.4539,-81.1212,-2.1398,-34.6651,34.7311,55.3270,141.2188
295,9.8333,2173.2399,129.4539,-83.9990,0.0237,-38.8327,38.8327,28.7979,73.5050
296,9.8667,2131.3727,129.4539,-76.1275,1.4374,-39.1325,39.1589,17.3165,44.1993
297,9.9000,2107.7134,129.4539,-68.6912,1.4607,-25.3775,25.4195,11.8937,30.3579
298,9.9333,2127.2458,129.4539,-65.1319,1.4549,0.4894,1.5350,5.3360,13.6199
299,9.9667,2098.8203,129.4539,-41.3417,2.0174,16.8631,16.9834,12.6986,32.4124
300,10.0000,2057.7789,129.4539,10.2156,2.2073,6.0977,6.4849,5.7925,14.7849
301,10.0333,2029.1770,129.4539,57.4295,1.9274,-17.9629,18.0660,2.9858,7.6211
302,10.0667,2035.8602,185.2592,85.2631,1.0629,-23.8205,23.8442,6.7089,35.0702
303,10.1000,2056.1692,637.5136,79.5716,-0.8047,1.2581,1.4934,1.0181,63.0204
304,10.1333,2098.6400,762.7661,47.6989,-0.2713,35.2167,35.2178,14.8983,1320.2123
305,10.1667,2121.6389,736.3783,-11.3099,0.8310,44.7852,44.7929,28.9260,2388.9967
306,10.2000,2138.0154,558.3502,-97.4545,2.2295,18.6060,18.7391,6.3169,299.9436
307,10.2333,2147.7697,228.6819,-210.7351,3.9734,-39.7674,39.9654,16.8243,134.0061
