Frame,Time_s,Theta_deg,Omega_deg_s,Alpha_rad_s2,CoM_X_cm,CoM_Z_cm,CoM_Radius_cm,I_zz_kgm2,Rotational_KE_J
274,9.1333,3551.9775,164.4348,-96.8072,3.7930,-25.5655,25.8453,6.9201,28.4988
275,9.1667,3549.2260,60.1466,-21.8889,3.9152,-27.5954,27.8717,12.3465,6.8028
276,9.2000,3550.3572,97.9203,51.0567,3.8146,-34.7485,34.9573,16.6294,24.2855
277,9.2333,3559.2483,311.9649,91.2258,3.3946,-40.5300,40.6719,15.5043,229.8202
278,9.2667,3567.9571,540.2408,85.9271,2.6546,-44.3530,44.4324,14.2645,634.0960
279,9.3000,3587.1914,717.5996,41.6337,1.9287,-43.8517,43.8941,11.1291,872.8682
280,9.3333,3623.8620,741.7216,-20.5327,1.5191,-39.9592,39.9881,10.3125,864.1120
281,9.3667,3649.0203,601.9872,-68.9355,1.8299,-33.3875,33.4376,8.8076,486.1344
282,9.4000,3666.9131,390.5335,-89.0069,2.7826,-32.0662,32.1867,11.6084,269.6583
283,9.4333,3675.9606,157.1693,-80.8969,2.3290,-38.2935,38.3643,8.6086,32.3886
284,9.4667,3667.4812,60.1466,-47.2461,0.8481,-43.8588,43.8670,13.3099,7.3337
285,9.5000,3664.2155,60.1466,-6.6121,-0.3413,-44.3559,44.3572,12.5516,6.9159
286,9.5333,3673.3180,60.1466,22.3891,0.2384,-42.4605,42.4612,12.0089,6.6168
287,9.5667,3671.9082,126.5195,32.0694,0.4095,-41.6876,41.6897,10.5080,25.6189
288,9.6000,3679.9648,237.5790,25.7920,0.4013,-41.4393,41.4412,15.8235,136.0328
289,9.6333,3685.7361,267.6812,17.6471,-0.2356,-41.3115,41.3122,17.0874,186.4823
290,9.6667,3695.0800,280.7714,15.2919,-0.7395,-41.4115,41.4181,12.3238,147.9706
291,9.7000,3710.2129,286.2502,24.9208,-1.9080,-36.9523,37.0015,11.3064,141.1043
292,9.7333,3723.1426,310.2177,50.6795,-2.6840,-28.1448,28.2725,5.7092,83.6820
293,9.7667,3724.8855,436.0038,78.2295,-2.8805,-20.5925,20.7930,8.1251,235.2511
294,9.8000,3741.3411,636.4142,86.7165,-2.0601,-19.9027,20.0091,8.9165,550.0438
295,9.8333,3760.5836,842.0903,66.2170,-1.5951,-20.1422,20.2053,4.6958,507.1650
296,9.8667,3799.1756,978.2861,16.1027,-1.3504,-19.4473,19.4941,2.5328,369.2011
297,9.9000,3839.8293,952.1340,-44.2626,-1.8585,-20.1663,20.2518,2.8143,388.5919
298,9.9333,3873.6494,769.2254,-88.8335,-2.7023,-21.1595,21.3314,3.4889,314.4255
299,9.9667,3887.2342,511.5421,-107.4132,-3.1960,-22.3101,22.5378,3.2109,127.9701
300,10.0000,3899.6019,268.8820,-96.8582,-2.9324,-23.4585,23.6411,4.0811,44.9392
301,10.0333,3901.7839,155.7076,-61.8139,-2.7514,-25.0932,25.2436,4.3633,16.1125
302,10.0667,3907.1836,104.3190,-17.5447,-2.8237,-25.7610,25.9152,7.1291,11.8165
303,10.1000,3911.2137,81.8334,22.3640,-2.6922,-29.0019,29.1266,12.3353,12.5816
304,10.1333,3917.9500,152.1772,44.4886,-3.0395,-37.5541,37.6769,13.1327,46.3211
305,10.1667,3924.2731,269.0831,44.4814,-3.6714,-45.3283,45.4767,16.3130,179.9005
306,10.2000,3920.7547,381.9331,26.9984,-4.1254,-48.5471,48.7220,15.6983,348.7803
307,10.2333,3944.4872,445.7238,-5.0816,-4.4191,-43.9389,44.1605,14.8722,450.0190
308,10.2667,3965.3337,370.2158,-34.0769,-4.7897,-35.9117,36.2297,9.6027,200.4607
309,10.3000,3979.7554,245.5639,-40.2191,-4.7705,-30.5772,30.9471,8.4402,77.5185
310,10.3333,3986.4478,131.4601,-21.0347,-4.1887,-31.6322,31.9083,7.3069,19.2329
311,10.3667,3979.8824,90.7556,17.9296,-4.5014,-36.8050,37.0793,7.5566,9.4798
312,10.4000,3969.9435,208.6316,52.6009,-5.4465,-40.1211,40.4891,11.0785,73.4456
313,10.4333,3991.9865,374.0468,54.6144,-5.4949,-42.2713,42.6270,11.2066,238.8084
314,10.4667,4011.0796,513.3706,25.5328,-5.1877,-41.0753,41.4016,12.1741,488.6793
315,10.5000,4032.6995,580.5123,-14.5279,-5.1887,-38.4923,38.8405,13.8787,712.3558
316,10.5333,4051.2904,445.6870,-39.6443,-6.9710,-34.6096,35.3047,9.5741,289.6546
317,10.5667,4058.5095,240.1549,-31.7163,-8.7276,-30.7430,31.9579,10.4810,92.0684
318,10.6000,4068.5812,192.7718,7.3616,-9.9156,-30.6643,32.2276,9.5260,53.9166
319,10.6333,4076.4088,288.6522,66.2146,-9.6931,-31.6775,33.1273,8.6202,109.3942
320,10.6667,4071.9181,509.0031,110.2654,-9.3598,-28.7626,30.2472,11.9896,473.1172
321,10.7000,4096.3428,777.9339,110.7300,-9.1011,-21.4661,23.3157,9.7880,902.2016
322,10.7333,4136.9485,1001.2370,75.2514,-8.6924,-18.4207,20.3686,6.3752,973.4087
323,10.7667,4172.7090,1120.8315,8.3134,-8.4954,-18.1397,20.0305,3.1976,611.8225
324,10.8000,4212.7199,1004.2489,-65.6335,-8.4076,-17.5714,19.4792,3.3243,510.6250
325,10.8333,4242.5426,842.0132,-95.7142,-8.7139,-18.2405,20.2150,3.2373,349.5742
326,10.8667,4260.6815,566.7963,-113.0495,-9.0211,-21.0483,22.9001,5.4202,265.2129
327,10.9000,4267.9274,178.5979,-117.6397,-9.0167,-25.9621,27.4833,5.7940,28.1485
328,10.9333,4264.2804,60.1466,-109.4845,-8.8015,-32.7125,33.8758,9.6698,5.3280
