Frame,Time_s,Theta_deg,Omega_deg_s,Alpha_rad_s2,CoM_X_cm,CoM_Z_cm,CoM_Radius_cm,I_zz_kgm2,Rotational_KE_J
275,9.1667,4569.9722,1027.6365,-5.9101,-21.4779,-10.8265,24.0523,9.2932,1494.7538
276,9.2000,4610.0664,921.9784,-53.4667,-20.3741,-8.0291,21.8991,3.3972,439.8341
277,9.2333,4638.8505,711.5354,-74.7046,-19.4637,-3.3927,19.7572,3.5285,272.0894
278,9.2667,4650.3947,513.4622,-54.7468,-18.5193,-11.5415,21.8213,4.3531,174.7999
279,9.3000,4663.0641,418.4454,-6.7522,-17.8975,-5.9241,18.8525,4.7504,126.6865
280,9.3333,4676.2121,496.7670,38.0713,-16.4737,-1.0431,16.5067,3.0528,114.7433
281,9.3667,4694.4313,678.9743,59.9383,-14.7022,4.0283,15.2441,1.8881,132.5714
282,9.4000,4719.6621,844.3175,59.8272,-13.1918,-9.1024,16.0274,2.2997,249.6978
283,9.4333,4753.5381,904.5022,28.6397,-11.8531,-16.4577,20.2819,6.0740,756.8655
284,9.4667,4788.2754,853.2404,-30.5438,-10.1095,-17.3210,20.0554,5.3118,588.9875
285,9.5000,4813.9727,811.8289,-77.6725,-8.3957,-6.6628,10.7183,3.9263,394.1256
286,9.5333,4836.5573,698.0382,-99.7912,-6.6287,-3.7104,7.5965,3.6206,268.7001
287,9.5667,4844.7062,338.5717,-98.6979,-4.2601,-1.9372,4.6799,4.8101,83.9802
288,9.6000,4859.3608,93.4752,-82.5163,-1.6296,-0.0121,1.6297,7.6879,10.2311
289,9.6333,4869.0247,93.4752,-52.3559,-0.0974,-5.0326,5.0335,6.0847,8.0976
290,9.6667,4816.0418,93.4752,-10.5472,1.2759,-11.7944,11.8632,7.1660,9.5367
291,9.7000,4741.4223,93.4752,16.2356,3.2570,-13.3159,13.7085,1.5196,2.0222
292,9.7333,4669.2104,93.4752,47.6772,5.8256,-8.8946,10.6325,3.0317,4.0347
293,9.7667,4619.7383,93.4752,94.7357,7.6254,-8.7171,11.5816,2.4528,3.2642
294,9.8000,4624.1209,93.4752,128.4607,8.7679,-6.0835,10.6717,2.8619,3.8087
295,9.8333,4658.3314,485.7428,137.9393,9.0629,-1.0421,9.1226,1.6524,59.3806
296,9.8667,4655.4590,906.3946,122.5635,9.9216,0.0133,9.9216,1.3823,172.9615
297,9.9000,4685.8177,1086.5449,73.2812,11.7602,-7.4887,13.9421,4.6827,842.0043
298,9.9333,4729.7845,1067.1887,-6.2760,13.6570,-2.9143,13.9645,2.5663,445.1551
299,9.9667,4771.1216,1001.3419,-89.2394,14.4165,10.2241,17.6740,5.0564,772.1957
300,10.0000,4808.4102,808.5836,-127.1383,14.6227,20.3116,25.0277,4.9289,490.8223
301,10.0333,4829.4978,462.2035,-120.8379,15.0376,9.4685,17.7703,3.8262,124.4969
302,10.0667,4824.4158,204.7217,-83.5831,15.5269,0.2225,15.5285,3.1987,20.4186
303,10.1000,4832.2873,96.6318,-25.5943,16.1978,-6.8106,17.5714,3.0458,4.3318
304,10.1333,4837.0656,143.3384,41.1953,16.7089,-8.5133,18.7528,4.8093,15.0498
305,10.1667,4840.7720,334.4144,91.2713,17.4131,-11.6764,20.9655,8.1914,139.5246
306,10.2000,4858.0797,544.2727,107.8742,17.7756,-7.3794,19.2465,5.9009,266.2435
307,10.2333,4877.4584,729.0349,91.4103,17.7385,4.3895,18.2735,2.8382,229.7569
308,10.2667,4905.2475,904.0008,46.5676,17.2837,8.7454,19.3703,2.7759,345.5110
309,10.3000,4939.7978,969.6518,-11.0334,17.1303,2.4082,17.2988,2.1057,301.5518
310,10.3333,4973.7078,896.3034,-59.7126,17.1988,-5.9534,18.2000,2.9508,361.0603
311,10.3667,5001.8751,709.7691,-82.6299,17.1328,-8.4907,19.1213,2.9421,225.7419
312,10.4000,5026.7974,476.6045,-68.6129,16.8826,-9.6434,19.4426,2.8245,97.7214
313,10.4333,5035.7507,334.3163,-21.5339,16.5392,-10.2236,19.4439,4.1367,70.4194
314,10.4667,5040.2084,369.4960,34.1417,16.4326,-9.7681,19.1166,3.0506,63.4358
315,10.5000,5047.8104,537.4727,72.5510,16.9457,-19.3082,25.6898,3.9233,172.6212
316,10.5333,5070.0817,751.3838,78.8166,17.2270,-11.4001,20.6575,9.2239,793.1612
317,10.5667,5105.3755,914.3765,49.2210,16.9694,3.0190,17.2358,5.0473,642.7398
318,10.6000,5146.0894,927.6929,19.9731,16.6684,5.8120,17.6526,2.7925,366.0387
319,10.6333,5173.4023,857.5121,-25.0428,17.2153,-10.1353,19.9773,4.5443,508.9487
320,10.6667,5195.8165,703.8341,-85.8265,17.7017,-13.9291,22.5249,4.6014,347.1821
321,10.7000,5213.3320,466.6589,-162.3782,18.3112,-11.0081,21.3653,4.7674,158.1262
