Frame,Time_s,Theta_deg,Omega_deg_s,Alpha_rad_s2,CoM_X_cm,CoM_Z_cm,CoM_Radius_cm,I_zz_kgm2,Rotational_KE_J
266,8.8667,3957.7389,254.7636,-79.3033,-21.6044,-3.5360,21.8918,8.2849,81.9008
267,8.9000,3962.3578,206.6450,-51.1026,-21.5747,10.4490,23.9719,7.2830,47.3681
268,8.9333,3963.7349,61.9653,-30.5786,-21.1757,4.6992,21.6908,6.2949,3.6814
269,8.9667,3979.3903,61.9653,-28.2971,-20.9548,-9.1816,22.8780,8.6149,5.0382
270,9.0000,3966.7423,61.9653,-28.5182,-20.9635,-17.6846,27.4265,9.2343,5.4004
271,9.0333,3919.3916,61.9653,-21.6638,-21.6331,-19.2778,28.9763,8.6573,5.0630
272,9.0667,3856.9948,61.9653,-18.6077,-23.6394,-5.7308,24.3242,5.6810,3.3223
273,9.1000,3812.3564,61.9653,-15.6786,-25.4386,12.8562,28.5027,7.4176,4.3379
274,9.1333,3751.6437,61.9653,-13.1652,-24.6980,21.8221,32.9575,8.3517,4.8843
275,9.1667,3713.6612,61.9653,-10.8976,-23.6640,16.4094,28.7968,5.0932,2.9786
276,9.2000,3671.6035,61.9653,-8.7062,-26.1235,13.5346,29.4214,4.7450,2.7750
277,9.2333,3628.6460,61.9653,-6.4211,-28.8589,12.4749,31.4398,5.6442,3.3008
278,9.2667,3600.3474,61.9653,-3.8724,-28.9974,6.9528,29.8193,6.5699,3.8422
279,9.3000,3604.3451,61.9653,-0.8904,-28.1040,1.2289,28.1309,5.7843,3.3828
280,9.3333,3590.3567,61.9653,2.1846,-28.2912,-0.4868,28.2954,6.0498,3.5380
281,9.3667,3578.0716,61.9653,9.4287,-28.5019,-2.9704,28.6562,6.2061,3.6294
282,9.4000,3571.3345,61.9653,16.9189,-28.7743,-12.0118,31.1808,7.0699,4.1346
283,9.4333,3570.6843,61.9653,20.2089,-29.1705,-25.4030,38.6811,10.4639,6.1195
284,9.4667,3573.1158,133.6481,15.3944,-28.8396,-35.7735,45.9507,14.5403,39.5571
285,9.5000,3579.7658,184.4713,6.6799,-28.2671,-40.1568,49.1080,20.7538,107.5674
286,9.5333,3588.4813,184.1190,4.7022,-27.6289,-43.9484,51.9116,21.8418,112.7746
287,9.5667,3594.6352,152.5570,0.2400,-27.4150,-42.7934,50.8218,29.0766,103.0700
288,9.6000,3596.5959,105.4989,-6.6313,-28.0931,-38.4378,47.6097,27.0667,45.8834
289,9.6333,3599.1302,147.6411,-10.5390,-28.6431,-35.0944,45.2996,22.1068,73.3947
290,9.6667,3601.5468,187.9380,-14.7101,-28.6632,-29.2772,40.9724,39.5196,212.6014
291,9.7000,3603.3516,61.9653,-20.5883,-27.8033,-23.9935,36.7248,7.4544,4.3595
292,9.7333,3607.0816,61.9653,-27.3835,-27.3477,-25.4100,37.3304,9.5804,5.6028
293,9.7667,3612.5178,61.9653,-26.6310,-25.3287,-44.4674,51.1751,14.3242,8.3771
294,9.8000,3561.1418,61.9653,-11.0439,-24.3299,-35.8534,43.3291,22.3718,13.0834
295,9.8333,3498.8046,61.9653,1.6301,-23.4039,-24.2410,33.6952,3.6289,2.1222
296,9.8667,3441.7163,61.9653,37.9859,-23.5473,-27.1566,35.9438,10.3556,6.0562
297,9.9000,3405.6057,61.9653,87.7201,-22.4243,-34.3791,41.0460,17.4060,10.1794
298,9.9333,3403.9256,61.9653,126.8172,-22.0138,-18.0362,28.4589,5.7055,3.3367
299,9.9667,3423.8044,430.7910,142.5518,-21.0128,-2.6670,21.1814,5.3890,152.3239
300,10.0000,3430.4046,850.3707,123.1034,-19.9534,-7.1965,21.2115,5.1151,563.3753
301,10.0333,3459.2926,1045.6845,62.1479,-18.0915,-20.4198,27.2814,6.3749,1061.6871
302,10.0667,3502.6938,1069.8646,-21.7210,-16.2107,-27.6793,32.0770,9.2056,1604.8527
303,10.1000,3546.0024,952.1211,-93.1982,-14.6009,-24.5698,28.5808,4.4303,611.7063
304,10.1333,3578.3941,653.8575,-98.5456,-13.4486,-13.2468,18.8770,6.0007,390.7470
305,10.1667,3589.3797,367.8310,-49.1472,-12.0803,-11.9190,16.9704,6.4130,132.1557
306,10.2000,3597.4833,314.4955,18.7112,-10.4784,-11.3723,15.4637,6.8578,103.3091
307,10.2333,3587.6142,499.6649,71.2802,-8.0677,-13.1969,15.4676,6.1190,232.6822
308,10.2667,3612.1579,805.3642,75.6979,-6.3737,2.8372,6.9766,2.8232,278.9032
309,10.3000,3653.9740,986.0467,22.8669,-4.6789,-1.9765,5.0793,6.3236,936.4457
310,10.3333,3700.6448,934.8864,-52.2441,-3.0632,-11.4370,11.8401,7.0095,933.1011
311,10.3667,3731.7509,680.5809,-107.9004,-1.1830,-13.6160,13.6673,1.1391,80.3596
312,10.4000,3746.4055,341.8517,-116.9100,0.0456,8.2480,8.2481,3.7454,66.6642
313,10.4333,3733.8823,102.0126,-80.9777,1.3754,11.2498,11.3336,2.6729,4.2365
314,10.4667,3735.9397,61.9653,-32.2967,2.2691,5.1841,5.6589,1.9035,1.1132
315,10.5000,3743.7924,84.6616,5.9076,2.6026,3.5154,4.3740,3.0027,3.2780
316,10.5333,3751.9597,198.8025,25.7682,3.2729,-1.3505,3.5406,3.2659,19.6596
317,10.5667,3756.0065,218.3766,28.8947,4.4776,-10.2386,11.1749,4.4454,32.2887
318,10.6000,3764.9531,191.2778,25.9983,4.7652,-26.9395,27.3577,6.0403,33.6597
319,10.6333,3772.8150,237.7325,15.0790,4.0594,-35.2517,35.4846,15.0509,129.5577
320,10.6667,3776.3270,313.1897,-1.0848,3.4960,-38.4767,38.6352,18.0376,269.4746
321,10.7000,3784.0422,340.1999,-15.9594,4.3394,-34.1914,34.4656,18.0675,318.4874
322,10.7333,3802.7507,288.7596,-32.4714,6.4907,-32.1899,32.8378,16.1242,204.7738
323,10.7667,3815.5741,127.2648,-43.0561,8.6780,-38.5528,39.5175,14.4698,35.6948
324,10.8000,3818.8078,61.9653,-14.8546,8.2717,-43.8634,44.6365,19.3742,11.3304
325,10.8333,3811.5666,61.9653,49.2482,5.9246,-44.2886,44.6831,15.5816,9.1124
326,10.8667,3800.0021,61.9653,113.5126,4.0488,-40.3055,40.5083,12.5422,7.3349
327,10.9000,3789.2808,379.6617,134.5805,4.3651,-43.8441,44.0609,13.2915,291.8041
328,10.9333,3817.9658,816.9174,103.0273,5.7406,-43.8599,44.2339,14.5951,1483.5012
329,10.9667,3860.3695,1073.3645,43.0436,7.1324,-40.3069,40.9331,10.7752,1890.7875
330,11.0000,3904.5362,1003.3963,-14.8000,7.4739,-34.6201,35.4176,18.0340,2765.4299
331,11.0333,3942.4310,747.9907,-43.7595,7.3269,-36.1588,36.8937,17.0001,1448.6653
332,11.0667,3963.9076,568.8836,-19.3614,5.9435,-23.5465,24.2851,19.8637,979.1122
333,11.1000,3953.9487,616.9206,34.7186,4.2037,-7.3460,8.4637,2.2508,130.4741
334,11.1333,3969.0593,850.9075,76.8904,2.6010,11.1374,11.4371,2.3189,255.7207
335,11.1667,4015.0654,1105.3362,71.7985,2.3696,15.7425,15.9198,3.7464,697.1562
336,11.2000,4068.4846,1198.2634,3.4623,0.2235,3.5382,3.5452,2.4500,535.8005
337,11.2333,4114.9708,1123.4626,-78.0525,-0.5411,-4.2726,4.3067,3.1354,602.7545
338,11.2667,4146.9733,897.5619,-136.6545,0.4005,-2.3362,2.3702,2.7351,335.6046
339,11.3000,4148.3670,508.8641,-154.9959,2.1941,5.9899,6.3791,0.8752,34.5179
340,11.3333,4155.6915,61.9653,-137.7028,1.1920,-5.1566,5.2926,1.3294,0.7775
341,11.3667,4181.0730,61.9653,-98.3473,-0.0415,-21.0458,21.0458,4.5031,2.6335
342,11.4000,4153.3449,61.9653,-49.8969,-0.6196,-28.1153,28.1221,8.7198,5.0995
343,11.4333,4090.8155,61.9653,13.8318,-0.3223,-33.0304,33.0319,3.9322,2.2996
344,11.4667,4023.0623,61.9653,56.2583,0.0344,-31.8286,31.8286,11.4961,6.7231
345,11.5000,3948.5842,61.9653,58.8662,-1.1309,-35.4209,35.4389,12.6454,7.3953
346,11.5333,3953.2049,309.6464,33.5752,-2.2010,-32.1787,32.2539,14.0568,205.2788
347,11.5667,4038.1005,585.4747,-4.1749,-4.0049,-32.9592,33.2016,28.3501,1480.1148
348,11.6000,4070.6859,380.0468,-39.0196,-5.2877,-28.0412,28.5353,20.2488,445.4495
349,11.6333,4070.7997,61.9653,-41.3141,-6.6458,-28.7778,29.5352,16.3015,9.5334
350,11.6667,4021.5749,61.9653,-1.6282,-6.1916,-31.2459,31.8534,13.3148,7.7867
351,11.7000,3984.9297,61.9653,73.4443,-5.9921,-36.6804,37.1666,9.3370,5.4605
352,11.7333,3993.8346,366.9982,124.9525,-5.0629,-36.3131,36.6644,19.8861,407.9449
353,11.7667,4057.8444,782.3328,121.2936,-5.8642,-18.6318,19.5329,6.0514,564.1133
354,11.8000,4100.5569,1048.1423,98.7884,-7.7712,1.7470,7.9651,2.7678,463.1223
355,11.8333,4122.2024,1057.9023,71.5457,-9.6663,13.0222,16.2177,2.4461,416.9570
356,11.8667,4122.9974,1016.4524,39.9777,-9.4218,7.6697,12.1488,2.2722,357.5590
357,11.9000,4170.5922,1101.9675,-4.1653,-9.3008,-9.0055,12.9462,2.9433,544.3681
358,11.9333,4216.3942,1225.5367,-58.8347,-9.6772,-27.8902,29.5213,9.8655,2256.8126
359,11.9667,4269.8236,1194.2824,-116.7896,-11.2890,-40.5083,42.0519,12.3420,2681.1769
360,12.0000,4307.7235,842.3292,-155.7252,-12.6083,-34.1991,36.4493,13.7028,1480.8044
361,12.0333,4321.1735,255.9732,-124.6504,-12.4591,-28.7424,31.3266,9.2244,92.0559
362,12.0667,4323.3150,61.9653,-16.2213,-11.5651,-24.6141,27.1957,9.5449,5.5820
363,12.1000,4322.4772,61.9653,119.0980,-12.9839,-27.4560,30.3713,10.7508,6.2873
364,12.1333,4304.4042,587.8372,204.9954,-16.6975,-25.8378,30.7636,10.3436,544.3924
365,12.1667,4311.9527,1233.8624,171.3725,-18.8296,-18.2642,26.2323,15.8559,3676.6234
366,12.2000,4396.1227,1619.8082,45.2718,-17.9814,-17.8154,25.3124,4.7451,1896.2499
367,12.2333,4472.7884,1489.9550,-95.1341,-15.9022,-30.9710,34.8150,5.7532,1945.2739
368,12.2667,4527.9851,1003.3676,-194.5964,-16.0773,-26.3570,30.8735,13.2624,2033.6004
369,12.3000,4547.4275,297.4419,-208.9334,-18.0325,-11.1290,21.1903,3.5180,47.4044
370,12.3333,4512.1567,61.9653,-114.5535,-20.3826,2.8605,20.5824,2.8101,1.6434
371,12.3667,4480.9689,61.9653,28.6720,-21.3186,-0.4630,21.3236,3.8285,2.2390
372,12.4000,4504.0274,61.9653,139.6178,-21.3687,2.8690,21.5604,3.6472,2.1330
373,12.4333,4494.7615,519.0695,173.0137,-20.4498,-1.9708,20.5445,3.1097,127.6125
374,12.4667,4516.9589,1052.8010,133.0708,-19.1912,-17.7358,26.1317,4.7653,804.4621
375,12.5000,4561.9975,1196.5386,50.7707,-18.6648,-37.5406,41.9246,15.0149,3274.1690
376,12.5333,4615.0396,1131.2668,-48.7792,-19.1791,-45.2812,49.1755,14.7074,2866.7630
377,12.5667,4659.1709,919.2729,-130.2096,-20.1129,-37.6544,42.6894,11.0201,1418.3974
378,12.6000,4682.4368,538.6083,-146.6023,-20.6501,-28.7047,35.3608,6.0711,268.2512
379,12.6333,4673.5280,238.0719,-114.6001,-20.4361,-23.2241,30.9353,6.3134,54.5013
380,12.6667,4679.3796,120.9954,-55.4703,-19.4297,-19.1145,27.2558,4.3565,9.7140
381,12.7000,4686.7780,104.5439,-7.0571,-19.2511,-10.6747,22.0126,2.9828,4.9652
382,12.7333,4698.5909,204.2304,53.7054,-19.4844,-2.3534,19.6261,2.4947,15.8484
383,12.7667,4713.6119,420.0551,126.8172,-21.2687,-4.0185,21.6450,2.7922,75.0386
384,12.8000,4731.8408,752.0179,212.2783,-24.2558,-12.8332,27.4414,4.5561,392.4403
