Frame,Time_s,Theta_deg,Omega_deg_s,Alpha_rad_s2,CoM_X_cm,CoM_Z_cm,CoM_Radius_cm,I_zz_kgm2,Rotational_KE_J
271,9.0333,3893.3272,1044.3961,42.6641,-2.1644,9.6529,9.8926,1.6578,275.4194
272,9.0667,3940.8312,1062.4781,-43.6520,-2.1302,0.9055,2.3146,2.3604,405.8430
273,9.1000,3984.4412,848.8998,-106.3638,-2.0019,-11.8433,12.0113,3.3841,371.4370
274,9.1333,4010.0776,486.5272,-128.3362,-1.4836,-15.9116,15.9806,2.2450,80.9389
275,9.1667,4006.3921,142.3219,-107.1457,-0.8591,-7.4583,7.5076,1.4724,4.5425
276,9.2000,3990.3844,87.2745,-57.7562,-0.3679,-5.7316,5.7434,1.1616,1.3475
277,9.2333,3998.8495,87.2745,-11.5245,0.5301,-7.1429,7.1626,1.2554,1.4564
278,9.2667,4004.1387,87.2745,16.8637,1.7238,-3.6497,4.0363,1.3649,1.5835
279,9.3000,4009.3826,163.7419,27.4184,2.5725,-1.9640,3.2365,1.9444,7.9400
280,9.3333,4013.5074,167.1095,39.0744,3.1985,-2.0138,3.7797,2.7361,11.6374
281,9.3667,4018.4762,204.2964,60.1859,3.3965,-6.1970,7.0668,2.8094,17.8594
282,9.4000,4026.2739,355.0309,78.1677,3.7484,-7.5413,8.4215,3.8750,74.3926
283,9.4333,4036.9481,555.2133,82.3907,3.8719,-7.7080,8.6258,1.4408,67.6490
284,9.4667,4059.2188,746.3383,64.6390,4.2575,-6.7849,8.0100,1.6997,144.2003
285,9.5000,4089.4105,851.5914,20.9052,4.5973,-9.8383,10.8595,2.9631,327.2919
286,9.5333,4122.9769,836.5530,-31.9944,5.0223,-12.2381,13.2286,4.5751,487.6521
287,9.5667,4151.0318,705.2137,-74.6831,5.3191,-13.3371,14.3587,5.7458,435.2244
288,9.6000,4170.6742,504.7640,-93.5741,5.3333,-12.4302,13.5260,6.3680,247.1187
289,9.6333,4179.7366,303.5570,-83.4187,5.2046,-10.6135,11.8209,5.1518,72.3040
290,9.6667,4187.1108,154.3534,-50.5792,5.3534,-10.6859,11.9519,4.9888,18.1032
291,9.7000,4191.1786,96.2508,-9.5712,5.3069,-11.6245,12.7786,5.4679,7.7154
292,9.7333,4194.8187,135.7600,24.7063,5.0004,-12.7154,13.6633,5.2156,14.6410
293,9.7667,4197.4514,239.7798,43.3365,4.3983,-9.6857,10.6376,3.0948,27.1007
294,9.8000,4206.0240,347.5376,43.9779,3.9653,-2.7520,4.8267,3.3168,61.0162
295,9.8333,4221.0970,420.6502,33.2327,3.8264,2.5742,4.6117,1.3091,35.2806
296,9.8667,4241.1860,460.5908,22.0264,4.1087,2.6877,4.9097,0.9514,30.7400
297,9.9000,4258.6542,476.9005,17.8453,4.3796,0.7190,4.4383,1.0889,37.7190
298,9.9333,4269.6070,494.0220,23.6508,4.4686,-0.3864,4.4853,1.0051,37.3609
299,9.9667,4283.4984,560.7427,31.1825,4.4858,-1.9990,4.9110,1.0511,50.3389
300,10.0000,4303.9255,650.6131,43.3864,4.6286,-4.7937,6.6636,1.1864,76.4905
301,10.0333,4328.8777,763.6333,60.2627,4.9037,-6.7479,8.3415,1.4265,126.6996
302,10.0667,4358.3553,899.8032,81.8113,5.3157,-8.4030,9.9431,1.3159,162.2686
