Frame,Time_s,Theta_deg,Omega_deg_s,Alpha_rad_s2,CoM_X_cm,CoM_Z_cm,CoM_Radius_cm,I_zz_kgm2,Rotational_KE_J
271,9.0333,4442.2418,388.2718,86.0814,2.4901,-15.7286,15.9245,4.2096,96.6585
272,9.0667,4446.9242,647.9917,117.2349,1.9421,-12.4792,12.6294,3.7259,238.2825
273,9.1000,4468.6590,928.6852,99.0070,1.8224,-8.0639,8.2673,3.2956,432.9076
274,9.1333,4511.1822,1118.4552,33.7659,2.3577,-0.1933,2.3656,1.7187,327.4716
275,9.1667,4559.3224,1120.2477,-50.3860,3.4943,2.8857,4.5319,5.4739,1046.2751
276,9.2000,4600.8883,905.7145,-114.3969,4.1633,0.2901,4.1733,3.3253,415.4666
277,9.2333,4624.2679,572.0390,-141.5914,4.5244,-7.8925,9.0973,3.3439,166.6582
278,9.2667,4626.3245,226.3599,-124.2132,4.2974,-13.2007,13.8826,6.5666,51.2464
279,9.3000,4626.5363,61.2745,-62.9478,3.7198,-20.0487,20.3909,14.5344,8.3115
280,9.3333,4629.0333,61.2745,16.9823,3.1161,-27.5132,27.6891,18.4867,10.5717
281,9.3667,4631.7068,104.0836,84.6121,3.7800,-28.2051,28.4572,21.3653,35.2532
282,9.4000,4625.0963,362.8758,114.5036,5.3074,-24.4646,25.0337,8.2079,164.6155
283,9.4333,4641.1870,645.7933,98.9444,6.1256,-20.7231,21.6095,7.7820,494.3169
284,9.4667,4674.3743,847.4906,47.2308,4.4798,-22.7021,23.1399,7.2551,793.6690
285,9.5000,4708.6864,879.4175,-24.8393,2.4582,-26.9167,27.0288,6.0896,717.3019
286,9.5333,4742.2810,730.7636,-83.5776,1.5814,-29.8483,29.8901,9.6172,782.2156
287,9.5667,4765.5706,448.2422,-106.8209,1.8779,-29.8625,29.9215,8.0585,246.6080
288,9.6000,4762.5564,178.1901,-94.9633,1.8560,-27.0765,27.1400,7.0469,34.0794
289,9.6333,4764.0206,61.2745,-56.8866,1.6184,-25.4143,25.4658,6.7589,3.8651
290,9.6667,4766.6737,61.2745,-13.5964,1.8326,-26.4120,26.4755,5.9050,3.3768
291,9.7000,4763.2929,61.2745,14.5305,2.3351,-26.7984,26.9000,7.9492,4.5458
292,9.7333,4766.2102,129.0952,19.1043,2.4368,-25.9950,26.1089,5.9867,15.1962
293,9.7667,4772.7430,171.6398,14.6857,2.8685,-22.5031,22.6852,5.4699,24.5439
294,9.8000,4780.8543,192.8483,22.5313,3.6312,-22.9088,23.1948,5.5952,31.6934
295,9.8333,4789.0136,202.2638,46.2439,3.8279,-20.3171,20.6746,5.5352,34.4899
296,9.8667,4798.6045,267.4374,79.9485,2.9801,-17.8490,18.0960,4.1373,45.0702
297,9.9000,4802.3521,459.6111,108.8005,2.2771,-13.5701,13.7598,8.6286,277.6170
298,9.9333,4816.4109,743.5778,110.3343,2.0271,-6.7494,7.0472,4.5532,383.4369
299,9.9667,4844.5536,1002.3684,72.5263,2.5062,-0.8482,2.6459,7.0375,1076.9554
300,10.0000,4889.2545,1120.8651,0.3310,3.1388,1.4625,3.4628,1.9290,369.1175
301,10.0333,4934.8051,1030.8776,-76.4859,4.0140,-0.0498,4.0143,3.4461,557.7795
302,10.0667,4969.6673,759.4125,-122.7090,4.6459,0.1648,4.6488,4.4563,391.4274
303,10.1000,4982.7336,423.4002,-129.7725,5.0468,-5.6293,7.5604,2.9514,80.5844
304,10.1333,4985.3478,146.0342,-106.8998,4.9563,-11.1040,12.1600,9.2823,30.1501
305,10.1667,4984.7876,61.2745,-64.3028,4.8054,-13.4484,14.2812,7.9641,4.5543
306,10.2000,4986.7117,61.2745,-9.7018,4.4071,-12.7310,13.4723,6.2261,3.5604
307,10.2333,4988.3333,61.2745,45.4251,4.3538,-16.8415,17.3952,6.9161,3.9550
308,10.2667,4990.3584,93.7955,88.9187,5.1790,-22.9541,23.5310,11.6697,15.6368
309,10.3000,4992.2241,318.0688,111.2462,5.6360,-25.1497,25.7735,10.7298,165.3318
310,10.3333,4996.5508,611.2157,103.4275,5.0360,-25.8559,26.3418,7.8753,448.1056
311,10.3667,5025.0276,869.3433,53.0187,3.8037,-26.2469,26.5211,10.5129,1210.1193
312,10.4000,5064.1112,933.2811,-22.3990,3.0831,-27.5070,27.6792,6.5056,863.0513
313,10.4333,5103.8772,766.7597,-86.6562,2.7222,-26.5161,26.6555,6.9365,621.1355
314,10.4667,5128.4233,448.9519,-113.4784,2.7390,-26.1253,26.2685,6.3148,193.8595
315,10.5000,5132.8854,138.6289,-97.7068,2.5052,-26.7833,26.9003,6.0868,17.8163
316,10.5333,5117.0482,61.2745,-53.1591,2.0965,-29.9574,30.0307,10.2712,5.8737
317,10.5667,5116.5571,61.2745,-2.3652,2.0055,-32.2004,32.2628,11.1670,6.3859
318,10.6000,5121.9281,139.2623,35.2198,2.3686,-30.9533,31.0438,8.5898,25.3733
319,10.6333,5136.5498,203.4931,56.5503,3.1255,-26.7208,26.9029,8.5897,54.1755
320,10.6667,5147.7475,291.0283,67.2315,3.0636,-21.2986,21.5178,6.2359,80.4441
321,10.7000,5160.3181,401.8678,67.2635,2.6817,-17.6644,17.8668,4.6307,113.9046
322,10.7333,5174.2616,536.0117,56.6462,1.8691,-14.8903,15.0071,5.4602,238.9365
