Frame,Time_s,Theta_deg,Omega_deg_s,Alpha_rad_s2,CoM_X_cm,CoM_Z_cm,CoM_Radius_cm,I_zz_kgm2,Rotational_KE_J
276,9.2000,3884.1062,160.4179,34.7584,3.1152,1.8990,3.6484,5.5643,21.8094
277,9.2333,3889.5888,238.2434,34.2531,2.7325,0.0699,2.7334,9.3377,80.7246
278,9.2667,3898.8685,329.2619,24.2883,1.8457,-6.4087,6.6692,4.3667,72.1043
279,9.3000,3911.6898,373.8419,10.7733,1.7953,-7.1907,7.4114,5.6410,120.0762
280,9.3333,3928.6414,361.1667,-0.1917,1.7927,-6.0394,6.2998,4.2454,84.3449
281,9.3667,3939.4580,323.9585,-2.2512,1.9192,-2.7745,3.3736,3.2584,52.0842
282,9.4000,3950.2769,308.4042,7.5962,1.8040,-4.1360,4.5123,2.4792,35.9147
283,9.4333,3954.9965,336.0110,22.2021,1.8108,-8.6838,8.8706,3.4051,58.5539
284,9.4667,3966.4368,408.4061,25.6921,1.3459,-10.5650,10.6504,3.4136,86.7195
285,9.5000,3981.7557,483.4378,10.0118,1.1451,-10.1218,10.1864,2.8231,100.4924
286,9.5333,4004.1278,522.2848,-16.9567,1.1682,-8.3041,8.3859,4.0803,169.5256
287,9.5667,4020.5764,462.3452,-37.7376,1.1932,-5.5088,5.6365,2.1134,68.8082
288,9.6000,4036.6841,314.7476,-33.8786,0.7578,1.7614,1.9175,1.6624,25.0828
289,9.6333,4044.0454,206.5823,0.7135,-0.1218,8.6712,8.6721,2.1122,13.7295
290,9.6667,4051.5335,229.4661,53.9182,-0.8077,13.4362,13.4605,3.5805,28.7144
291,9.7000,4049.1559,415.5202,100.0763,-0.9211,10.5097,10.5500,3.8031,100.0117
292,9.7333,4066.7835,710.7734,109.8155,0.0420,10.8425,10.8426,1.9522,150.2106
293,9.7667,4096.2995,965.6787,72.5521,0.6967,17.0614,17.0756,4.5513,646.4315
294,9.8000,4138.9012,1068.0479,2.8624,0.4702,23.3755,23.3802,4.8925,850.0341
295,9.8333,4181.8803,973.2220,-69.9603,-0.2300,21.1522,21.1534,3.2535,469.3492
296,9.8667,4213.0531,714.5443,-113.5346,-0.3599,18.0181,18.0217,3.3268,258.7086
297,9.9000,4222.0492,426.4282,-113.9643,-0.1895,20.3946,20.3955,3.8307,106.0938
298,9.9333,4230.1653,201.3846,-81.5351,-0.6059,18.6960,18.7058,4.8276,29.8203
299,9.9667,4233.9933,113.1233,-36.0784,-1.3679,13.8817,13.9489,6.0595,11.8104
300,10.0000,4238.0115,148.1726,2.0348,-1.7420,2.5890,3.1205,6.3915,21.3730
301,10.0333,4244.8118,203.4110,20.7493,-1.2756,-4.2957,4.4811,5.6005,35.2941
302,10.0667,4251.8100,235.7999,20.7708,-1.6436,-8.8449,8.9963,5.4050,45.7729
303,10.1000,4262.6094,260.0488,11.8694,-2.4416,-7.9161,8.2841,8.2232,84.6984
304,10.1333,4271.3275,265.1899,6.1790,-3.3027,-7.9903,8.6460,8.3105,89.0152
305,10.1667,4279.4878,264.3267,7.5086,-3.6085,-8.2200,8.9772,5.7723,61.4264
306,10.2000,4287.4322,280.2702,12.1896,-4.1805,-7.9807,9.0093,4.2230,50.5243
307,10.2333,4297.7008,315.1334,18.1852,-4.4883,-8.4966,9.6092,3.8168,57.7308
308,10.2667,4307.7744,358.7828,22.4721,-4.7397,-8.2765,9.5376,3.3929,66.5202
309,10.3000,4321.0673,401.8926,18.0051,-4.5001,-8.5722,9.6816,2.7991,68.8591
310,10.3333,4337.0857,435.6699,4.6654,-4.1373,-9.1987,10.0863,2.9661,85.7479
311,10.3667,4349.9215,456.4149,-8.6521,-3.8275,-11.4045,12.0296,3.2319,102.5424
312,10.4000,4365.3731,426.5159,-14.4419,-3.5895,-12.4561,12.9630,4.3325,120.0436
313,10.4333,4380.2701,350.8413,-8.0553,-3.6087,-9.4486,10.1143,2.6078,48.8905
314,10.4667,4393.8662,326.5244,11.7346,-3.9226,-0.7108,3.9865,1.8686,30.3434
315,10.5000,4404.0568,382.1022,38.9867,-4.0927,8.0464,9.0274,2.0590,45.7865
316,10.5333,4409.3164,490.3253,60.0934,-3.8562,11.0030,11.6592,2.9968,109.7350
317,10.5667,4426.7867,644.6464,57.6808,-3.4402,13.4671,13.8996,4.6206,292.4568
318,10.6000,4457.5949,778.4567,33.5594,-3.0052,20.5660,20.7844,4.8949,451.7922
319,10.6333,4487.9259,826.4848,3.1993,-2.9029,26.2694,26.4293,5.7343,596.5865
320,10.6667,4515.6886,765.4555,-24.8781,-3.2034,25.9290,26.1261,4.7596,424.7487
321,10.7000,4541.1834,627.2815,-43.2094,-3.5733,23.4325,23.7033,4.5631,273.4686
322,10.7333,4553.7021,562.1818,-51.2560,-3.6980,22.0033,22.3119,4.1209,198.3680
323,10.7667,4568.5911,495.6324,-50.5987,-3.3382,22.4860,22.7324,4.1092,153.7470
324,10.8000,4583.2233,427.6335,-41.2377,-3.5247,20.5481,20.8483,4.8951,136.3409
325,10.8333,4597.5987,358.1851,-23.1728,-3.9615,17.5510,17.9925,6.8106,133.0843
